id,rulesNo,assumptionsNo,worstCase,relevantRulesNo,worstCaseRelevant,relevantPerc,instance,goal
309,145,24,338,108,264,0.78,exp_acyclic_depvary_step7_batch_yyy01.pl,v3
310,145,24,338,105,258,0.76,exp_acyclic_depvary_step7_batch_yyy01.pl,e2
311,145,24,338,105,258,0.76,exp_acyclic_depvary_step7_batch_yyy01.pl,f2
312,145,24,338,109,266,0.79,exp_acyclic_depvary_step7_batch_yyy01.pl,y1
313,145,24,338,105,258,0.76,exp_acyclic_depvary_step7_batch_yyy01.pl,r1
314,156,24,360,135,318,0.88,exp_acyclic_depvary_step7_batch_yyy02.pl,v2
315,156,24,360,135,318,0.88,exp_acyclic_depvary_step7_batch_yyy02.pl,c1
316,156,24,360,142,332,0.92,exp_acyclic_depvary_step7_batch_yyy02.pl,q3
317,156,24,360,135,318,0.88,exp_acyclic_depvary_step7_batch_yyy02.pl,q2
318,156,24,360,145,338,0.94,exp_acyclic_depvary_step7_batch_yyy02.pl,t4
319,156,24,360,135,318,0.88,exp_acyclic_depvary_step7_batch_yyy02.pl,s3
320,156,24,360,135,318,0.88,exp_acyclic_depvary_step7_batch_yyy02.pl,c4
321,156,24,360,152,352,0.98,exp_acyclic_depvary_step7_batch_yyy02.pl,t3
322,169,24,386,152,352,0.91,exp_acyclic_depvary_step7_batch_yyy03.pl,b2
323,169,24,386,152,352,0.91,exp_acyclic_depvary_step7_batch_yyy03.pl,b3
324,169,24,386,152,352,0.91,exp_acyclic_depvary_step7_batch_yyy03.pl,v2
325,169,24,386,152,352,0.91,exp_acyclic_depvary_step7_batch_yyy03.pl,p4
326,169,24,386,152,352,0.91,exp_acyclic_depvary_step7_batch_yyy03.pl,f4
327,169,24,386,152,352,0.91,exp_acyclic_depvary_step7_batch_yyy03.pl,q3
328,169,24,386,152,352,0.91,exp_acyclic_depvary_step7_batch_yyy03.pl,p1
329,135,24,318,129,306,0.96,exp_acyclic_depvary_step7_batch_yyy04.pl,t4
330,135,24,318,129,306,0.96,exp_acyclic_depvary_step7_batch_yyy04.pl,b2
331,135,24,318,129,306,0.96,exp_acyclic_depvary_step7_batch_yyy04.pl,c2
332,135,24,318,129,306,0.96,exp_acyclic_depvary_step7_batch_yyy04.pl,v1
333,135,24,318,129,306,0.96,exp_acyclic_depvary_step7_batch_yyy04.pl,t2
334,135,24,318,129,306,0.96,exp_acyclic_depvary_step7_batch_yyy04.pl,f4
335,135,24,318,129,306,0.96,exp_acyclic_depvary_step7_batch_yyy04.pl,x2
336,166,24,380,166,380,1.0,exp_acyclic_depvary_step7_batch_yyy05.pl,c4
337,166,24,380,166,380,1.0,exp_acyclic_depvary_step7_batch_yyy05.pl,p4
338,166,24,380,166,380,1.0,exp_acyclic_depvary_step7_batch_yyy05.pl,b4
339,166,24,380,166,380,1.0,exp_acyclic_depvary_step7_batch_yyy05.pl,x2
340,166,24,380,166,380,1.0,exp_acyclic_depvary_step7_batch_yyy05.pl,p2
341,166,24,380,166,380,1.0,exp_acyclic_depvary_step7_batch_yyy05.pl,x1
342,166,24,380,166,380,1.0,exp_acyclic_depvary_step7_batch_yyy05.pl,r2
343,166,24,380,146,340,0.89,exp_acyclic_depvary_step7_batch_yyy06.pl,w2
344,166,24,380,146,340,0.89,exp_acyclic_depvary_step7_batch_yyy06.pl,e4
345,166,24,380,146,340,0.89,exp_acyclic_depvary_step7_batch_yyy06.pl,a3
346,166,24,380,146,340,0.89,exp_acyclic_depvary_step7_batch_yyy06.pl,q3
347,166,24,380,146,340,0.89,exp_acyclic_depvary_step7_batch_yyy06.pl,r2
348,166,24,380,146,340,0.89,exp_acyclic_depvary_step7_batch_yyy06.pl,p1
349,166,24,380,146,340,0.89,exp_acyclic_depvary_step7_batch_yyy06.pl,a2
350,172,24,392,155,358,0.91,exp_acyclic_depvary_step7_batch_yyy07.pl,b4
351,172,24,392,155,358,0.91,exp_acyclic_depvary_step7_batch_yyy07.pl,p3
352,172,24,392,155,358,0.91,exp_acyclic_depvary_step7_batch_yyy07.pl,c1
353,172,24,392,155,358,0.91,exp_acyclic_depvary_step7_batch_yyy07.pl,v4
354,172,24,392,155,358,0.91,exp_acyclic_depvary_step7_batch_yyy07.pl,y2
355,172,24,392,155,358,0.91,exp_acyclic_depvary_step7_batch_yyy07.pl,x1
356,168,24,384,142,332,0.86,exp_acyclic_depvary_step7_batch_yyy08.pl,c3
357,168,24,384,142,332,0.86,exp_acyclic_depvary_step7_batch_yyy08.pl,a1
358,168,24,384,142,332,0.86,exp_acyclic_depvary_step7_batch_yyy08.pl,s4
359,168,24,384,142,332,0.86,exp_acyclic_depvary_step7_batch_yyy08.pl,e2
360,168,24,384,142,332,0.86,exp_acyclic_depvary_step7_batch_yyy08.pl,t1
361,182,24,412,148,344,0.83,exp_acyclic_depvary_step7_batch_yyy09.pl,b2
362,182,24,412,148,344,0.83,exp_acyclic_depvary_step7_batch_yyy09.pl,v2
363,182,24,412,154,356,0.86,exp_acyclic_depvary_step7_batch_yyy09.pl,u1
364,182,24,412,148,344,0.83,exp_acyclic_depvary_step7_batch_yyy09.pl,p2
365,182,24,412,148,344,0.83,exp_acyclic_depvary_step7_batch_yyy09.pl,y2
366,182,24,412,148,344,0.83,exp_acyclic_depvary_step7_batch_yyy09.pl,t1
367,182,24,412,160,368,0.89,exp_acyclic_depvary_step7_batch_yyy09.pl,q1
368,146,24,340,121,290,0.85,exp_acyclic_depvary_step7_batch_yyy10.pl,b2
369,146,24,340,127,302,0.89,exp_acyclic_depvary_step7_batch_yyy10.pl,u1
370,146,24,340,121,290,0.85,exp_acyclic_depvary_step7_batch_yyy10.pl,y1
371,146,24,340,121,290,0.85,exp_acyclic_depvary_step7_batch_yyy10.pl,f2
372,146,24,340,121,290,0.85,exp_acyclic_depvary_step7_batch_yyy10.pl,s2
373,146,24,340,121,290,0.85,exp_acyclic_depvary_step7_batch_yyy10.pl,z1
374,194,27,442,174,402,0.91,exp_acyclic_depvary_step8_batch_yyy01.pl,t4
375,194,27,442,174,402,0.91,exp_acyclic_depvary_step8_batch_yyy01.pl,x2
376,194,27,442,174,402,0.91,exp_acyclic_depvary_step8_batch_yyy01.pl,p2
377,194,27,442,174,402,0.91,exp_acyclic_depvary_step8_batch_yyy01.pl,a3
378,194,27,442,174,402,0.91,exp_acyclic_depvary_step8_batch_yyy01.pl,c2
379,194,27,442,174,402,0.91,exp_acyclic_depvary_step8_batch_yyy01.pl,b1
380,194,27,442,174,402,0.91,exp_acyclic_depvary_step8_batch_yyy01.pl,x4
381,194,27,442,174,402,0.91,exp_acyclic_depvary_step8_batch_yyy01.pl,w3
382,159,27,372,152,358,0.96,exp_acyclic_depvary_step8_batch_yyy02.pl,s3
383,159,27,372,152,358,0.96,exp_acyclic_depvary_step8_batch_yyy02.pl,y4
384,159,27,372,152,358,0.96,exp_acyclic_depvary_step8_batch_yyy02.pl,p5
385,159,27,372,152,358,0.96,exp_acyclic_depvary_step8_batch_yyy02.pl,d3
386,159,27,372,152,358,0.96,exp_acyclic_depvary_step8_batch_yyy02.pl,c5
387,159,27,372,152,358,0.96,exp_acyclic_depvary_step8_batch_yyy02.pl,u3
388,159,27,372,152,358,0.96,exp_acyclic_depvary_step8_batch_yyy02.pl,s1
389,159,27,372,152,358,0.96,exp_acyclic_depvary_step8_batch_yyy02.pl,r1
390,206,27,466,206,466,1.0,exp_acyclic_depvary_step8_batch_yyy03.pl,b2
391,206,27,466,206,466,1.0,exp_acyclic_depvary_step8_batch_yyy03.pl,s4
392,206,27,466,206,466,1.0,exp_acyclic_depvary_step8_batch_yyy03.pl,e1
393,206,27,466,206,466,1.0,exp_acyclic_depvary_step8_batch_yyy03.pl,c5
394,206,27,466,206,466,1.0,exp_acyclic_depvary_step8_batch_yyy03.pl,a4
395,206,27,466,206,466,1.0,exp_acyclic_depvary_step8_batch_yyy03.pl,f3
396,206,27,466,206,466,1.0,exp_acyclic_depvary_step8_batch_yyy03.pl,e3
397,206,27,466,206,466,1.0,exp_acyclic_depvary_step8_batch_yyy03.pl,z3
398,202,27,458,155,364,0.79,exp_acyclic_depvary_step8_batch_yyy04.pl,p5
399,202,27,458,178,410,0.9,exp_acyclic_depvary_step8_batch_yyy04.pl,u4
400,202,27,458,155,364,0.79,exp_acyclic_depvary_step8_batch_yyy04.pl,r3
401,202,27,458,155,364,0.79,exp_acyclic_depvary_step8_batch_yyy04.pl,w1
402,202,27,458,175,404,0.88,exp_acyclic_depvary_step8_batch_yyy04.pl,p3
403,197,27,448,177,408,0.91,exp_acyclic_depvary_step8_batch_yyy05.pl,v2
404,197,27,448,177,408,0.91,exp_acyclic_depvary_step8_batch_yyy05.pl,s2
405,197,27,448,177,408,0.91,exp_acyclic_depvary_step8_batch_yyy05.pl,q4
406,197,27,448,177,408,0.91,exp_acyclic_depvary_step8_batch_yyy05.pl,v1
407,197,27,448,177,408,0.91,exp_acyclic_depvary_step8_batch_yyy05.pl,f3
408,197,27,448,177,408,0.91,exp_acyclic_depvary_step8_batch_yyy05.pl,t2
409,197,27,448,177,408,0.91,exp_acyclic_depvary_step8_batch_yyy05.pl,q2
410,197,27,448,177,408,0.91,exp_acyclic_depvary_step8_batch_yyy05.pl,t4
411,221,27,496,155,364,0.73,exp_acyclic_depvary_step8_batch_yyy06.pl,t4
412,221,27,496,163,380,0.77,exp_acyclic_depvary_step8_batch_yyy06.pl,t3
413,221,27,496,155,364,0.73,exp_acyclic_depvary_step8_batch_yyy06.pl,w3
414,221,27,496,155,364,0.73,exp_acyclic_depvary_step8_batch_yyy06.pl,b3
415,221,27,496,159,372,0.75,exp_acyclic_depvary_step8_batch_yyy06.pl,y4
416,221,27,496,155,364,0.73,exp_acyclic_depvary_step8_batch_yyy06.pl,s2
417,221,27,496,155,364,0.73,exp_acyclic_depvary_step8_batch_yyy06.pl,c5
418,221,27,496,155,364,0.73,exp_acyclic_depvary_step8_batch_yyy06.pl,t2
419,170,27,394,146,346,0.88,exp_acyclic_depvary_step8_batch_yyy07.pl,s2
420,170,27,394,146,346,0.88,exp_acyclic_depvary_step8_batch_yyy07.pl,f4
421,170,27,394,146,346,0.88,exp_acyclic_depvary_step8_batch_yyy07.pl,a2
422,170,27,394,146,346,0.88,exp_acyclic_depvary_step8_batch_yyy07.pl,e4
423,170,27,394,158,370,0.94,exp_acyclic_depvary_step8_batch_yyy07.pl,r2
424,170,27,394,146,346,0.88,exp_acyclic_depvary_step8_batch_yyy07.pl,a1
425,170,27,394,146,346,0.88,exp_acyclic_depvary_step8_batch_yyy07.pl,u2
426,190,27,434,181,416,0.96,exp_acyclic_depvary_step8_batch_yyy08.pl,a5
427,190,27,434,187,428,0.99,exp_acyclic_depvary_step8_batch_yyy08.pl,t2
428,190,27,434,181,416,0.96,exp_acyclic_depvary_step8_batch_yyy08.pl,r1
429,190,27,434,181,416,0.96,exp_acyclic_depvary_step8_batch_yyy08.pl,f4
430,190,27,434,181,416,0.96,exp_acyclic_depvary_step8_batch_yyy08.pl,r2
431,190,27,434,181,416,0.96,exp_acyclic_depvary_step8_batch_yyy08.pl,b3
432,190,27,434,181,416,0.96,exp_acyclic_depvary_step8_batch_yyy08.pl,d1
433,190,27,434,181,416,0.96,exp_acyclic_depvary_step8_batch_yyy08.pl,q1
434,202,27,458,175,404,0.88,exp_acyclic_depvary_step8_batch_yyy09.pl,a4
435,202,27,458,175,404,0.88,exp_acyclic_depvary_step8_batch_yyy09.pl,p2
436,202,27,458,192,438,0.96,exp_acyclic_depvary_step8_batch_yyy09.pl,v3
437,202,27,458,175,404,0.88,exp_acyclic_depvary_step8_batch_yyy09.pl,q1
438,202,27,458,175,404,0.88,exp_acyclic_depvary_step8_batch_yyy09.pl,f2
439,202,27,458,175,404,0.88,exp_acyclic_depvary_step8_batch_yyy09.pl,c3
440,202,27,458,175,404,0.88,exp_acyclic_depvary_step8_batch_yyy09.pl,c4
441,202,27,458,175,404,0.88,exp_acyclic_depvary_step8_batch_yyy09.pl,p5
442,202,27,458,175,404,0.88,exp_acyclic_depvary_step8_batch_yyy09.pl,x3
443,186,27,426,162,378,0.89,exp_acyclic_depvary_step8_batch_yyy10.pl,b2
444,186,27,426,162,378,0.89,exp_acyclic_depvary_step8_batch_yyy10.pl,f1
445,186,27,426,162,378,0.89,exp_acyclic_depvary_step8_batch_yyy10.pl,r4
446,186,27,426,162,378,0.89,exp_acyclic_depvary_step8_batch_yyy10.pl,w3
447,186,27,426,162,378,0.89,exp_acyclic_depvary_step8_batch_yyy10.pl,f2
448,186,27,426,162,378,0.89,exp_acyclic_depvary_step8_batch_yyy10.pl,s3
449,219,30,498,210,480,0.96,exp_acyclic_depvary_step9_batch_yyy01.pl,p5
450,219,30,498,210,480,0.96,exp_acyclic_depvary_step9_batch_yyy01.pl,q4
451,219,30,498,210,480,0.96,exp_acyclic_depvary_step9_batch_yyy01.pl,z3
452,219,30,498,210,480,0.96,exp_acyclic_depvary_step9_batch_yyy01.pl,w2
453,219,30,498,210,480,0.96,exp_acyclic_depvary_step9_batch_yyy01.pl,e5
454,219,30,498,210,480,0.96,exp_acyclic_depvary_step9_batch_yyy01.pl,a4
455,219,30,498,210,480,0.96,exp_acyclic_depvary_step9_batch_yyy01.pl,x2
456,219,30,498,210,480,0.96,exp_acyclic_depvary_step9_batch_yyy01.pl,f5
457,234,30,528,200,460,0.87,exp_acyclic_depvary_step9_batch_yyy02.pl,u5
458,234,30,528,200,460,0.87,exp_acyclic_depvary_step9_batch_yyy02.pl,s3
459,234,30,528,219,498,0.94,exp_acyclic_depvary_step9_batch_yyy02.pl,v2
460,234,30,528,200,460,0.87,exp_acyclic_depvary_step9_batch_yyy02.pl,r4
461,234,30,528,200,460,0.87,exp_acyclic_depvary_step9_batch_yyy02.pl,u2
462,234,30,528,200,460,0.87,exp_acyclic_depvary_step9_batch_yyy02.pl,q2
463,234,30,528,200,460,0.87,exp_acyclic_depvary_step9_batch_yyy02.pl,e5
464,234,30,528,200,460,0.87,exp_acyclic_depvary_step9_batch_yyy02.pl,s1
465,234,30,528,200,460,0.87,exp_acyclic_depvary_step9_batch_yyy02.pl,d2
466,229,30,518,225,510,0.98,exp_acyclic_depvary_step9_batch_yyy03.pl,u5
467,229,30,518,225,510,0.98,exp_acyclic_depvary_step9_batch_yyy03.pl,x3
468,229,30,518,225,510,0.98,exp_acyclic_depvary_step9_batch_yyy03.pl,q4
469,229,30,518,225,510,0.98,exp_acyclic_depvary_step9_batch_yyy03.pl,p2
470,229,30,518,225,510,0.98,exp_acyclic_depvary_step9_batch_yyy03.pl,x1
471,229,30,518,225,510,0.98,exp_acyclic_depvary_step9_batch_yyy03.pl,a1
472,229,30,518,225,510,0.98,exp_acyclic_depvary_step9_batch_yyy03.pl,y4
473,256,30,572,235,530,0.93,exp_acyclic_depvary_step9_batch_yyy04.pl,p5
474,256,30,572,235,530,0.93,exp_acyclic_depvary_step9_batch_yyy04.pl,b1
475,256,30,572,235,530,0.93,exp_acyclic_depvary_step9_batch_yyy04.pl,p3
476,256,30,572,235,530,0.93,exp_acyclic_depvary_step9_batch_yyy04.pl,b5
477,256,30,572,235,530,0.93,exp_acyclic_depvary_step9_batch_yyy04.pl,e2
478,256,30,572,235,530,0.93,exp_acyclic_depvary_step9_batch_yyy04.pl,d1
479,261,30,582,250,560,0.96,exp_acyclic_depvary_step9_batch_yyy05.pl,t5
480,261,30,582,250,560,0.96,exp_acyclic_depvary_step9_batch_yyy05.pl,p5
481,261,30,582,250,560,0.96,exp_acyclic_depvary_step9_batch_yyy05.pl,b4
482,261,30,582,250,560,0.96,exp_acyclic_depvary_step9_batch_yyy05.pl,w1
483,261,30,582,250,560,0.96,exp_acyclic_depvary_step9_batch_yyy05.pl,d1
484,261,30,582,250,560,0.96,exp_acyclic_depvary_step9_batch_yyy05.pl,r5
485,261,30,582,250,560,0.96,exp_acyclic_depvary_step9_batch_yyy05.pl,e4
486,261,30,582,250,560,0.96,exp_acyclic_depvary_step9_batch_yyy05.pl,q3
487,261,30,582,250,560,0.96,exp_acyclic_depvary_step9_batch_yyy05.pl,y2
488,241,30,542,219,498,0.92,exp_acyclic_depvary_step9_batch_yyy06.pl,u4
489,241,30,542,219,498,0.92,exp_acyclic_depvary_step9_batch_yyy06.pl,c5
490,241,30,542,219,498,0.92,exp_acyclic_depvary_step9_batch_yyy06.pl,f4
491,241,30,542,224,508,0.94,exp_acyclic_depvary_step9_batch_yyy06.pl,r2
492,241,30,542,219,498,0.92,exp_acyclic_depvary_step9_batch_yyy06.pl,t1
493,241,30,542,219,498,0.92,exp_acyclic_depvary_step9_batch_yyy06.pl,s3
494,241,30,542,219,498,0.92,exp_acyclic_depvary_step9_batch_yyy06.pl,c4
495,241,30,542,219,498,0.92,exp_acyclic_depvary_step9_batch_yyy06.pl,c1
496,241,30,542,219,498,0.92,exp_acyclic_depvary_step9_batch_yyy06.pl,b5
497,234,30,528,198,456,0.86,exp_acyclic_depvary_step9_batch_yyy07.pl,t4
498,234,30,528,198,456,0.86,exp_acyclic_depvary_step9_batch_yyy07.pl,d4
499,234,30,528,198,456,0.86,exp_acyclic_depvary_step9_batch_yyy07.pl,w2
500,234,30,528,198,456,0.86,exp_acyclic_depvary_step9_batch_yyy07.pl,z1
501,234,30,528,198,456,0.86,exp_acyclic_depvary_step9_batch_yyy07.pl,v4
502,234,30,528,198,456,0.86,exp_acyclic_depvary_step9_batch_yyy07.pl,f4
503,240,30,540,230,520,0.96,exp_acyclic_depvary_step9_batch_yyy08.pl,d5
504,240,30,540,230,520,0.96,exp_acyclic_depvary_step9_batch_yyy08.pl,b4
505,240,30,540,230,520,0.96,exp_acyclic_depvary_step9_batch_yyy08.pl,b1
506,240,30,540,230,520,0.96,exp_acyclic_depvary_step9_batch_yyy08.pl,f3
507,240,30,540,230,520,0.96,exp_acyclic_depvary_step9_batch_yyy08.pl,a1
508,240,30,540,230,520,0.96,exp_acyclic_depvary_step9_batch_yyy08.pl,p1
509,240,30,540,230,520,0.96,exp_acyclic_depvary_step9_batch_yyy08.pl,f2
510,247,30,554,220,500,0.9,exp_acyclic_depvary_step9_batch_yyy09.pl,u2
511,247,30,554,218,496,0.9,exp_acyclic_depvary_step9_batch_yyy09.pl,w3
512,247,30,554,218,496,0.9,exp_acyclic_depvary_step9_batch_yyy09.pl,q2
513,247,30,554,218,496,0.9,exp_acyclic_depvary_step9_batch_yyy09.pl,s4
514,247,30,554,218,496,0.9,exp_acyclic_depvary_step9_batch_yyy09.pl,y4
515,247,30,554,218,496,0.9,exp_acyclic_depvary_step9_batch_yyy09.pl,a5
516,247,30,554,218,496,0.9,exp_acyclic_depvary_step9_batch_yyy09.pl,b1
517,247,30,554,218,496,0.9,exp_acyclic_depvary_step9_batch_yyy09.pl,f4
518,232,30,524,200,460,0.88,exp_acyclic_depvary_step9_batch_yyy10.pl,u5
519,232,30,524,200,460,0.88,exp_acyclic_depvary_step9_batch_yyy10.pl,x3
520,232,30,524,204,468,0.89,exp_acyclic_depvary_step9_batch_yyy10.pl,u3
521,232,30,524,200,460,0.88,exp_acyclic_depvary_step9_batch_yyy10.pl,q2
522,232,30,524,200,460,0.88,exp_acyclic_depvary_step9_batch_yyy10.pl,b4
523,232,30,524,200,460,0.88,exp_acyclic_depvary_step9_batch_yyy10.pl,q5
524,232,30,524,200,460,0.88,exp_acyclic_depvary_step9_batch_yyy10.pl,d1
525,232,30,524,200,460,0.88,exp_acyclic_depvary_step9_batch_yyy10.pl,q1
526,23,15,76,23,76,1.0,exp_acyclic_indvary1_step1_batch_yyy01.pl,d2
527,23,15,76,23,76,1.0,exp_acyclic_indvary1_step1_batch_yyy01.pl,c3
528,15,15,60,6,42,0.7,exp_acyclic_indvary1_step1_batch_yyy02.pl,b2
529,15,15,60,6,42,0.7,exp_acyclic_indvary1_step1_batch_yyy02.pl,b3
530,15,15,60,6,42,0.7,exp_acyclic_indvary1_step1_batch_yyy02.pl,e1
531,15,15,60,6,42,0.7,exp_acyclic_indvary1_step1_batch_yyy02.pl,d2
532,15,15,60,12,54,0.9,exp_acyclic_indvary1_step1_batch_yyy02.pl,p1
533,15,15,60,6,42,0.7,exp_acyclic_indvary1_step1_batch_yyy02.pl,c2
534,15,15,60,6,42,0.7,exp_acyclic_indvary1_step1_batch_yyy02.pl,b1
535,20,15,70,15,60,0.86,exp_acyclic_indvary1_step1_batch_yyy03.pl,b2
536,20,15,70,15,60,0.86,exp_acyclic_indvary1_step1_batch_yyy03.pl,d2
537,20,15,70,15,60,0.86,exp_acyclic_indvary1_step1_batch_yyy03.pl,a1
538,20,15,70,15,60,0.86,exp_acyclic_indvary1_step1_batch_yyy03.pl,q1
539,18,15,66,18,66,1.0,exp_acyclic_indvary1_step1_batch_yyy04.pl,b3
540,18,15,66,18,66,1.0,exp_acyclic_indvary1_step1_batch_yyy04.pl,d2
541,18,15,66,18,66,1.0,exp_acyclic_indvary1_step1_batch_yyy04.pl,c1
542,23,15,76,18,66,0.87,exp_acyclic_indvary1_step1_batch_yyy05.pl,b1
543,23,15,76,18,66,0.87,exp_acyclic_indvary1_step1_batch_yyy05.pl,a3
544,23,15,76,18,66,0.87,exp_acyclic_indvary1_step1_batch_yyy05.pl,a2
545,16,15,62,7,44,0.71,exp_acyclic_indvary1_step1_batch_yyy06.pl,b1
546,18,15,66,13,56,0.85,exp_acyclic_indvary1_step1_batch_yyy07.pl,c2
547,18,15,66,13,56,0.85,exp_acyclic_indvary1_step1_batch_yyy07.pl,e2
548,18,15,66,13,56,0.85,exp_acyclic_indvary1_step1_batch_yyy07.pl,d1
549,18,15,66,10,50,0.76,exp_acyclic_indvary1_step1_batch_yyy08.pl,b1
550,15,15,60,15,60,1.0,exp_acyclic_indvary1_step1_batch_yyy09.pl,p1
551,15,15,60,15,60,1.0,exp_acyclic_indvary1_step1_batch_yyy09.pl,a2
552,17,15,64,17,64,1.0,exp_acyclic_indvary1_step1_batch_yyy10.pl,d2
553,17,15,64,17,64,1.0,exp_acyclic_indvary1_step1_batch_yyy10.pl,a1
554,59,15,148,55,140,0.95,exp_acyclic_indvary1_step2_batch_yyy01.pl,r1
555,59,15,148,55,140,0.95,exp_acyclic_indvary1_step2_batch_yyy01.pl,a1
556,59,15,148,55,140,0.95,exp_acyclic_indvary1_step2_batch_yyy01.pl,d1
557,50,15,130,40,110,0.85,exp_acyclic_indvary1_step2_batch_yyy02.pl,p2
558,50,15,130,40,110,0.85,exp_acyclic_indvary1_step2_batch_yyy02.pl,a3
559,47,15,124,45,120,0.97,exp_acyclic_indvary1_step2_batch_yyy03.pl,a3
560,47,15,124,45,120,0.97,exp_acyclic_indvary1_step2_batch_yyy03.pl,x1
561,61,15,152,37,104,0.68,exp_acyclic_indvary1_step2_batch_yyy04.pl,u1
562,61,15,152,32,94,0.62,exp_acyclic_indvary1_step2_batch_yyy04.pl,p2
563,61,15,152,32,94,0.62,exp_acyclic_indvary1_step2_batch_yyy04.pl,a1
564,61,15,152,32,94,0.62,exp_acyclic_indvary1_step2_batch_yyy04.pl,d1
565,59,15,148,46,122,0.82,exp_acyclic_indvary1_step2_batch_yyy05.pl,d2
566,53,15,136,53,136,1.0,exp_acyclic_indvary1_step2_batch_yyy06.pl,v1
567,53,15,136,53,136,1.0,exp_acyclic_indvary1_step2_batch_yyy06.pl,s1
568,53,15,136,53,136,1.0,exp_acyclic_indvary1_step2_batch_yyy06.pl,q2
569,51,15,132,51,132,1.0,exp_acyclic_indvary1_step2_batch_yyy07.pl,s1
570,51,15,132,51,132,1.0,exp_acyclic_indvary1_step2_batch_yyy07.pl,p2
571,51,15,132,51,132,1.0,exp_acyclic_indvary1_step2_batch_yyy07.pl,c3
572,51,15,132,51,132,1.0,exp_acyclic_indvary1_step2_batch_yyy07.pl,a2
573,48,15,126,38,106,0.84,exp_acyclic_indvary1_step2_batch_yyy08.pl,b2
574,48,15,126,38,106,0.84,exp_acyclic_indvary1_step2_batch_yyy08.pl,u1
575,48,15,126,38,106,0.84,exp_acyclic_indvary1_step2_batch_yyy08.pl,d2
576,48,15,126,38,106,0.84,exp_acyclic_indvary1_step2_batch_yyy08.pl,d1
577,48,15,126,45,120,0.95,exp_acyclic_indvary1_step2_batch_yyy09.pl,f1
578,48,15,126,45,120,0.95,exp_acyclic_indvary1_step2_batch_yyy09.pl,z1
579,48,15,126,45,120,0.95,exp_acyclic_indvary1_step2_batch_yyy09.pl,t1
580,48,15,126,45,120,0.95,exp_acyclic_indvary1_step2_batch_yyy09.pl,a2
581,48,15,126,45,120,0.95,exp_acyclic_indvary1_step2_batch_yyy09.pl,q2
582,52,15,134,40,110,0.82,exp_acyclic_indvary1_step2_batch_yyy10.pl,z1
583,52,15,134,40,110,0.82,exp_acyclic_indvary1_step2_batch_yyy10.pl,a3
584,52,15,134,40,110,0.82,exp_acyclic_indvary1_step2_batch_yyy10.pl,r2
585,52,15,134,40,110,0.82,exp_acyclic_indvary1_step2_batch_yyy10.pl,q1
586,71,15,172,71,172,1.0,exp_acyclic_indvary1_step3_batch_yyy01.pl,z2
587,71,15,172,71,172,1.0,exp_acyclic_indvary1_step3_batch_yyy01.pl,w2
588,71,15,172,71,172,1.0,exp_acyclic_indvary1_step3_batch_yyy01.pl,u1
589,67,15,164,58,146,0.89,exp_acyclic_indvary1_step3_batch_yyy02.pl,y1
590,67,15,164,45,120,0.73,exp_acyclic_indvary1_step3_batch_yyy02.pl,y2
591,67,15,164,45,120,0.73,exp_acyclic_indvary1_step3_batch_yyy02.pl,f2
592,67,15,164,45,120,0.73,exp_acyclic_indvary1_step3_batch_yyy02.pl,c2
593,67,15,164,45,120,0.73,exp_acyclic_indvary1_step3_batch_yyy02.pl,b1
594,67,15,164,45,120,0.73,exp_acyclic_indvary1_step3_batch_yyy02.pl,d1
595,67,15,164,45,120,0.73,exp_acyclic_indvary1_step3_batch_yyy02.pl,t1
596,76,15,182,65,160,0.88,exp_acyclic_indvary1_step3_batch_yyy03.pl,d2
597,76,15,182,65,160,0.88,exp_acyclic_indvary1_step3_batch_yyy03.pl,x2
598,72,15,174,67,164,0.94,exp_acyclic_indvary1_step3_batch_yyy04.pl,s2
599,62,15,154,51,132,0.86,exp_acyclic_indvary1_step3_batch_yyy05.pl,v2
600,62,15,154,45,120,0.78,exp_acyclic_indvary1_step3_batch_yyy05.pl,p3
601,62,15,154,45,120,0.78,exp_acyclic_indvary1_step3_batch_yyy05.pl,q2
602,72,15,174,38,106,0.61,exp_acyclic_indvary1_step3_batch_yyy06.pl,c3
603,72,15,174,38,106,0.61,exp_acyclic_indvary1_step3_batch_yyy06.pl,s2
604,72,15,174,38,106,0.61,exp_acyclic_indvary1_step3_batch_yyy06.pl,q2
605,70,15,170,55,140,0.82,exp_acyclic_indvary1_step3_batch_yyy07.pl,p2
606,70,15,170,52,134,0.79,exp_acyclic_indvary1_step3_batch_yyy07.pl,q1
607,70,15,170,52,134,0.79,exp_acyclic_indvary1_step3_batch_yyy07.pl,a2
608,70,15,170,52,134,0.79,exp_acyclic_indvary1_step3_batch_yyy07.pl,c2
609,67,15,164,62,154,0.94,exp_acyclic_indvary1_step3_batch_yyy08.pl,u1
610,67,15,164,62,154,0.94,exp_acyclic_indvary1_step3_batch_yyy08.pl,f2
611,67,15,164,62,154,0.94,exp_acyclic_indvary1_step3_batch_yyy08.pl,c2
612,67,15,164,62,154,0.94,exp_acyclic_indvary1_step3_batch_yyy08.pl,b1
613,82,15,194,73,176,0.91,exp_acyclic_indvary1_step3_batch_yyy09.pl,b3
614,82,15,194,73,176,0.91,exp_acyclic_indvary1_step3_batch_yyy09.pl,u1
615,82,15,194,73,176,0.91,exp_acyclic_indvary1_step3_batch_yyy09.pl,v1
