,instance,goal,adm_result,stb_result,is_trivial
1832,exp_acyclic_indvary2_step1_batch_yyy04.pl,x3,no,no,yes
1833,exp_acyclic_indvary2_step1_batch_yyy04.pl,c5,no,no,yes
1834,exp_acyclic_indvary2_step1_batch_yyy04.pl,q4,no,no,yes
1835,exp_acyclic_indvary2_step1_batch_yyy04.pl,v4,no,no,yes
1836,exp_acyclic_indvary2_step1_batch_yyy04.pl,y2,no,no,yes
1837,exp_acyclic_indvary2_step1_batch_yyy04.pl,r7,no,no,yes
1838,exp_acyclic_indvary2_step1_batch_yyy04.pl,q7,no,no,yes
1839,exp_acyclic_indvary2_step1_batch_yyy04.pl,x4,no,no,yes
1840,exp_acyclic_indvary2_step1_batch_yyy05.pl,s3,no,no,yes
1841,exp_acyclic_indvary2_step1_batch_yyy05.pl,y4,no,no,yes
1842,exp_acyclic_indvary2_step1_batch_yyy05.pl,v2,yes,yes,no
1843,exp_acyclic_indvary2_step1_batch_yyy05.pl,u7,no,no,yes
1844,exp_acyclic_indvary2_step1_batch_yyy05.pl,x7,no,no,yes
1845,exp_acyclic_indvary2_step1_batch_yyy05.pl,x2,yes,yes,no
1846,exp_acyclic_indvary2_step1_batch_yyy05.pl,r5,no,no,yes
1847,exp_acyclic_indvary2_step1_batch_yyy05.pl,a2,no,no,no
1848,exp_acyclic_indvary2_step1_batch_yyy05.pl,s2,no,no,no
1849,exp_acyclic_indvary2_step1_batch_yyy05.pl,b1,no,no,no
1850,exp_acyclic_indvary2_step1_batch_yyy06.pl,q5,no,no,yes
1851,exp_acyclic_indvary2_step1_batch_yyy06.pl,c2,yes,yes,no
1852,exp_acyclic_indvary2_step1_batch_yyy06.pl,y3,no,no,yes
1853,exp_acyclic_indvary2_step1_batch_yyy06.pl,t2,no,no,no
1854,exp_acyclic_indvary2_step1_batch_yyy06.pl,u3,no,no,yes
1855,exp_acyclic_indvary2_step1_batch_yyy06.pl,s1,yes,yes,no
1856,exp_acyclic_indvary2_step1_batch_yyy06.pl,z3,no,no,yes
1857,exp_acyclic_indvary2_step1_batch_yyy06.pl,r7,no,no,yes
1858,exp_acyclic_indvary2_step1_batch_yyy06.pl,y4,no,no,yes
1859,exp_acyclic_indvary2_step1_batch_yyy06.pl,v7,no,no,yes
1860,exp_acyclic_indvary2_step1_batch_yyy07.pl,d5,no,no,yes
1861,exp_acyclic_indvary2_step1_batch_yyy07.pl,a6,no,no,yes
1862,exp_acyclic_indvary2_step1_batch_yyy07.pl,e1,yes,yes,no
1863,exp_acyclic_indvary2_step1_batch_yyy07.pl,c5,no,no,yes
1864,exp_acyclic_indvary2_step1_batch_yyy07.pl,y3,no,no,yes
1865,exp_acyclic_indvary2_step1_batch_yyy07.pl,w4,no,no,yes
1866,exp_acyclic_indvary2_step1_batch_yyy07.pl,q1,no,no,yes
1867,exp_acyclic_indvary2_step1_batch_yyy07.pl,w3,no,no,yes
1868,exp_acyclic_indvary2_step1_batch_yyy07.pl,c3,yes,yes,no
1869,exp_acyclic_indvary2_step1_batch_yyy07.pl,t4,no,no,yes
1870,exp_acyclic_indvary2_step1_batch_yyy08.pl,w2,no,no,no
1871,exp_acyclic_indvary2_step1_batch_yyy08.pl,s2,yes,yes,no
1872,exp_acyclic_indvary2_step1_batch_yyy08.pl,y5,no,no,yes
1873,exp_acyclic_indvary2_step1_batch_yyy08.pl,a6,no,no,yes
1874,exp_acyclic_indvary2_step1_batch_yyy08.pl,b3,yes,yes,no
1875,exp_acyclic_indvary2_step1_batch_yyy08.pl,y4,no,no,yes
1876,exp_acyclic_indvary2_step1_batch_yyy08.pl,z4,no,no,yes
1877,exp_acyclic_indvary2_step1_batch_yyy08.pl,r5,no,no,yes
1878,exp_acyclic_indvary2_step1_batch_yyy08.pl,r2,yes,yes,no
1879,exp_acyclic_indvary2_step1_batch_yyy08.pl,a1,yes,yes,no
1880,exp_acyclic_indvary2_step1_batch_yyy09.pl,z6,no,no,yes
1881,exp_acyclic_indvary2_step1_batch_yyy09.pl,t3,no,no,yes
1882,exp_acyclic_indvary2_step1_batch_yyy09.pl,u5,no,no,yes
1883,exp_acyclic_indvary2_step1_batch_yyy09.pl,d5,no,no,yes
1884,exp_acyclic_indvary2_step1_batch_yyy09.pl,w2,no,no,yes
1885,exp_acyclic_indvary2_step1_batch_yyy09.pl,e5,no,no,yes
1886,exp_acyclic_indvary2_step1_batch_yyy09.pl,b6,no,no,yes
1887,exp_acyclic_indvary2_step1_batch_yyy09.pl,a1,yes,yes,no
1888,exp_acyclic_indvary2_step1_batch_yyy09.pl,u2,yes,yes,no
1889,exp_acyclic_indvary2_step1_batch_yyy09.pl,q1,no,no,yes
1890,exp_acyclic_indvary2_step1_batch_yyy10.pl,w7,no,no,yes
1891,exp_acyclic_indvary2_step1_batch_yyy10.pl,f1,yes,yes,no
1892,exp_acyclic_indvary2_step1_batch_yyy10.pl,d3,no,no,yes
1893,exp_acyclic_indvary2_step1_batch_yyy10.pl,u7,no,no,yes
1894,exp_acyclic_indvary2_step1_batch_yyy10.pl,x2,yes,yes,no
1895,exp_acyclic_indvary2_step1_batch_yyy10.pl,u3,no,no,yes
1896,exp_acyclic_indvary2_step1_batch_yyy10.pl,r7,no,no,yes
1897,exp_acyclic_indvary2_step1_batch_yyy10.pl,y5,no,no,yes
1898,exp_acyclic_indvary2_step1_batch_yyy10.pl,c1,yes,yes,no
1899,exp_acyclic_indvary2_step1_batch_yyy10.pl,z2,yes,yes,no
1900,exp_acyclic_indvary2_step2_batch_yyy01.pl,u6,no,no,yes
1901,exp_acyclic_indvary2_step2_batch_yyy01.pl,t4,no,no,yes
1902,exp_acyclic_indvary2_step2_batch_yyy01.pl,b2,yes,yes,no
1903,exp_acyclic_indvary2_step2_batch_yyy01.pl,y4,no,no,yes
1904,exp_acyclic_indvary2_step2_batch_yyy01.pl,p3,no,no,yes
1905,exp_acyclic_indvary2_step2_batch_yyy01.pl,f3,no,no,yes
1906,exp_acyclic_indvary2_step2_batch_yyy01.pl,u2,no,no,yes
1907,exp_acyclic_indvary2_step2_batch_yyy01.pl,r2,yes,yes,no
1908,exp_acyclic_indvary2_step2_batch_yyy01.pl,r7,no,no,yes
1909,exp_acyclic_indvary2_step2_batch_yyy01.pl,a1,yes,yes,no
1910,exp_acyclic_indvary2_step2_batch_yyy02.pl,v2,yes,no,no
1911,exp_acyclic_indvary2_step2_batch_yyy02.pl,x7,no,no,yes
1912,exp_acyclic_indvary2_step2_batch_yyy02.pl,z4,no,no,yes
1913,exp_acyclic_indvary2_step2_batch_yyy02.pl,q1,yes,no,no
1914,exp_acyclic_indvary2_step2_batch_yyy02.pl,p4,no,no,yes
1915,exp_acyclic_indvary2_step2_batch_yyy02.pl,x3,no,no,yes
1916,exp_acyclic_indvary2_step2_batch_yyy02.pl,v6,no,no,yes
1917,exp_acyclic_indvary2_step2_batch_yyy02.pl,f1,no,no,no
1918,exp_acyclic_indvary2_step2_batch_yyy02.pl,x4,no,no,yes
1919,exp_acyclic_indvary2_step2_batch_yyy02.pl,w3,no,no,yes
1920,exp_acyclic_indvary2_step2_batch_yyy03.pl,d5,no,no,yes
1921,exp_acyclic_indvary2_step2_batch_yyy03.pl,y4,no,no,yes
1922,exp_acyclic_indvary2_step2_batch_yyy03.pl,p4,no,no,yes
1923,exp_acyclic_indvary2_step2_batch_yyy03.pl,z1,yes,no,no
1924,exp_acyclic_indvary2_step2_batch_yyy03.pl,w6,no,no,yes
1925,exp_acyclic_indvary2_step2_batch_yyy03.pl,c6,no,no,yes
1926,exp_acyclic_indvary2_step2_batch_yyy03.pl,f4,no,no,yes
1927,exp_acyclic_indvary2_step2_batch_yyy03.pl,r3,yes,no,no
1928,exp_acyclic_indvary2_step2_batch_yyy03.pl,q7,no,no,yes
1929,exp_acyclic_indvary2_step2_batch_yyy03.pl,f2,no,no,no
1930,exp_acyclic_indvary2_step2_batch_yyy04.pl,t4,no,no,yes
1931,exp_acyclic_indvary2_step2_batch_yyy04.pl,b2,no,no,no
1932,exp_acyclic_indvary2_step2_batch_yyy04.pl,y4,no,no,yes
1933,exp_acyclic_indvary2_step2_batch_yyy04.pl,f1,yes,yes,no
1934,exp_acyclic_indvary2_step2_batch_yyy04.pl,v5,no,no,yes
1935,exp_acyclic_indvary2_step2_batch_yyy04.pl,c2,no,no,no
1936,exp_acyclic_indvary2_step2_batch_yyy04.pl,e4,no,no,yes
1937,exp_acyclic_indvary2_step2_batch_yyy04.pl,t7,no,no,yes
1938,exp_acyclic_indvary2_step2_batch_yyy04.pl,p2,no,no,yes
1939,exp_acyclic_indvary2_step2_batch_yyy04.pl,a3,yes,yes,no
1940,exp_acyclic_indvary2_step2_batch_yyy05.pl,t4,no,no,yes
1941,exp_acyclic_indvary2_step2_batch_yyy05.pl,z6,no,no,yes
1942,exp_acyclic_indvary2_step2_batch_yyy05.pl,f1,yes,yes,no
1943,exp_acyclic_indvary2_step2_batch_yyy05.pl,v5,no,no,yes
1944,exp_acyclic_indvary2_step2_batch_yyy05.pl,w1,no,no,yes
1945,exp_acyclic_indvary2_step2_batch_yyy05.pl,e3,no,no,yes
1946,exp_acyclic_indvary2_step2_batch_yyy05.pl,e2,no,no,no
1947,exp_acyclic_indvary2_step2_batch_yyy05.pl,q7,no,no,yes
1948,exp_acyclic_indvary2_step2_batch_yyy05.pl,b3,yes,yes,no
1949,exp_acyclic_indvary2_step2_batch_yyy05.pl,v7,no,no,yes
1950,exp_acyclic_indvary2_step2_batch_yyy06.pl,c3,no,no,no
1951,exp_acyclic_indvary2_step2_batch_yyy06.pl,y4,no,no,yes
1952,exp_acyclic_indvary2_step2_batch_yyy06.pl,v6,no,no,yes
1953,exp_acyclic_indvary2_step2_batch_yyy06.pl,w1,yes,yes,no
1954,exp_acyclic_indvary2_step2_batch_yyy06.pl,b5,no,no,yes
1955,exp_acyclic_indvary2_step2_batch_yyy06.pl,z3,no,no,yes
1956,exp_acyclic_indvary2_step2_batch_yyy06.pl,p7,no,no,yes
1957,exp_acyclic_indvary2_step2_batch_yyy06.pl,p5,no,no,yes
1958,exp_acyclic_indvary2_step2_batch_yyy06.pl,e2,no,no,no
1959,exp_acyclic_indvary2_step2_batch_yyy06.pl,r3,no,no,no
1960,exp_acyclic_indvary2_step2_batch_yyy07.pl,t5,no,no,yes
1961,exp_acyclic_indvary2_step2_batch_yyy07.pl,y4,no,no,yes
1962,exp_acyclic_indvary2_step2_batch_yyy07.pl,v5,no,no,yes
1963,exp_acyclic_indvary2_step2_batch_yyy07.pl,a4,no,no,yes
1964,exp_acyclic_indvary2_step2_batch_yyy07.pl,z4,no,no,yes
1965,exp_acyclic_indvary2_step2_batch_yyy07.pl,u3,no,no,yes
1966,exp_acyclic_indvary2_step2_batch_yyy07.pl,t1,yes,no,no
1967,exp_acyclic_indvary2_step2_batch_yyy07.pl,p6,no,no,yes
1968,exp_acyclic_indvary2_step2_batch_yyy07.pl,r2,yes,no,no
1969,exp_acyclic_indvary2_step2_batch_yyy07.pl,a1,no,no,no
1970,exp_acyclic_indvary2_step2_batch_yyy08.pl,d5,no,no,yes
1971,exp_acyclic_indvary2_step2_batch_yyy08.pl,v7,no,no,yes
1972,exp_acyclic_indvary2_step2_batch_yyy08.pl,u1,yes,yes,no
1973,exp_acyclic_indvary2_step2_batch_yyy08.pl,c5,no,no,yes
1974,exp_acyclic_indvary2_step2_batch_yyy08.pl,x2,no,no,yes
1975,exp_acyclic_indvary2_step2_batch_yyy08.pl,a3,no,no,no
1976,exp_acyclic_indvary2_step2_batch_yyy08.pl,q7,no,no,yes
1977,exp_acyclic_indvary2_step2_batch_yyy08.pl,x5,no,no,yes
1978,exp_acyclic_indvary2_step2_batch_yyy08.pl,z2,yes,yes,no
1979,exp_acyclic_indvary2_step2_batch_yyy08.pl,b5,no,no,yes
1980,exp_acyclic_indvary2_step2_batch_yyy09.pl,c3,yes,yes,no
1981,exp_acyclic_indvary2_step2_batch_yyy09.pl,f1,no,no,no
1982,exp_acyclic_indvary2_step2_batch_yyy09.pl,f3,no,no,yes
1983,exp_acyclic_indvary2_step2_batch_yyy09.pl,r1,yes,yes,no
1984,exp_acyclic_indvary2_step2_batch_yyy09.pl,q3,yes,yes,no
1985,exp_acyclic_indvary2_step2_batch_yyy09.pl,p1,yes,yes,no
1986,exp_acyclic_indvary2_step2_batch_yyy09.pl,z4,no,no,yes
1987,exp_acyclic_indvary2_step2_batch_yyy09.pl,r5,no,no,yes
1988,exp_acyclic_indvary2_step2_batch_yyy09.pl,u3,no,no,yes
1989,exp_acyclic_indvary2_step2_batch_yyy09.pl,e3,no,no,yes
1990,exp_acyclic_indvary2_step2_batch_yyy10.pl,t5,no,no,yes
1991,exp_acyclic_indvary2_step2_batch_yyy10.pl,z6,no,no,yes
1992,exp_acyclic_indvary2_step2_batch_yyy10.pl,s4,no,no,yes
1993,exp_acyclic_indvary2_step2_batch_yyy10.pl,e1,yes,yes,no
1994,exp_acyclic_indvary2_step2_batch_yyy10.pl,x3,no,no,yes
1995,exp_acyclic_indvary2_step2_batch_yyy10.pl,v6,no,no,yes
1996,exp_acyclic_indvary2_step2_batch_yyy10.pl,c5,no,no,yes
1997,exp_acyclic_indvary2_step2_batch_yyy10.pl,q4,no,no,yes
1998,exp_acyclic_indvary2_step2_batch_yyy10.pl,c1,no,no,no
1999,exp_acyclic_indvary2_step2_batch_yyy10.pl,a3,yes,yes,no
2000,exp_acyclic_indvary2_step3_batch_yyy01.pl,d5,no,no,yes
2001,exp_acyclic_indvary2_step3_batch_yyy01.pl,s3,no,no,yes
2002,exp_acyclic_indvary2_step3_batch_yyy01.pl,u7,no,no,yes
2003,exp_acyclic_indvary2_step3_batch_yyy01.pl,x7,no,no,yes
2004,exp_acyclic_indvary2_step3_batch_yyy01.pl,v1,no,no,no
2005,exp_acyclic_indvary2_step3_batch_yyy01.pl,r2,no,no,yes
2006,exp_acyclic_indvary2_step3_batch_yyy01.pl,p7,no,no,yes
2007,exp_acyclic_indvary2_step3_batch_yyy01.pl,d4,no,no,yes
2008,exp_acyclic_indvary2_step3_batch_yyy01.pl,q7,no,no,yes
2009,exp_acyclic_indvary2_step3_batch_yyy01.pl,y5,no,no,yes
2010,exp_acyclic_indvary2_step3_batch_yyy02.pl,e1,yes,no,no
2011,exp_acyclic_indvary2_step3_batch_yyy02.pl,v5,no,no,yes
2012,exp_acyclic_indvary2_step3_batch_yyy02.pl,z4,no,no,yes
2013,exp_acyclic_indvary2_step3_batch_yyy02.pl,c1,yes,no,no
2014,exp_acyclic_indvary2_step3_batch_yyy02.pl,b6,no,no,yes
2015,exp_acyclic_indvary2_step3_batch_yyy02.pl,u2,yes,no,no
2016,exp_acyclic_indvary2_step3_batch_yyy02.pl,y5,no,no,yes
2017,exp_acyclic_indvary2_step3_batch_yyy02.pl,x4,no,no,yes
2018,exp_acyclic_indvary2_step3_batch_yyy02.pl,t4,no,no,yes
2019,exp_acyclic_indvary2_step3_batch_yyy02.pl,s3,no,no,yes
2020,exp_acyclic_indvary2_step3_batch_yyy03.pl,v2,yes,yes,no
2021,exp_acyclic_indvary2_step3_batch_yyy03.pl,d4,no,no,yes
2022,exp_acyclic_indvary2_step3_batch_yyy03.pl,v1,no,no,no
2023,exp_acyclic_indvary2_step3_batch_yyy03.pl,v4,no,no,yes
2024,exp_acyclic_indvary2_step3_batch_yyy03.pl,q2,yes,yes,no
2025,exp_acyclic_indvary2_step3_batch_yyy03.pl,c5,no,no,yes
2026,exp_acyclic_indvary2_step3_batch_yyy03.pl,c2,no,no,no
2027,exp_acyclic_indvary2_step3_batch_yyy03.pl,a5,no,no,yes
2028,exp_acyclic_indvary2_step3_batch_yyy03.pl,y1,no,no,yes
2029,exp_acyclic_indvary2_step3_batch_yyy03.pl,r1,no,no,no
2030,exp_acyclic_indvary2_step3_batch_yyy04.pl,u5,no,no,yes
2031,exp_acyclic_indvary2_step3_batch_yyy04.pl,d4,no,no,yes
2032,exp_acyclic_indvary2_step3_batch_yyy04.pl,u7,no,no,yes
2033,exp_acyclic_indvary2_step3_batch_yyy04.pl,x7,no,no,yes
2034,exp_acyclic_indvary2_step3_batch_yyy04.pl,f5,no,no,yes
2035,exp_acyclic_indvary2_step3_batch_yyy04.pl,p3,yes,yes,no
2036,exp_acyclic_indvary2_step3_batch_yyy04.pl,v4,no,no,yes
2037,exp_acyclic_indvary2_step3_batch_yyy04.pl,q3,no,no,yes
2038,exp_acyclic_indvary2_step3_batch_yyy04.pl,t1,yes,yes,no
2039,exp_acyclic_indvary2_step3_batch_yyy04.pl,w3,no,no,yes
2040,exp_acyclic_indvary2_step3_batch_yyy05.pl,r6,no,no,yes
2041,exp_acyclic_indvary2_step3_batch_yyy05.pl,b1,yes,yes,no
2042,exp_acyclic_indvary2_step3_batch_yyy05.pl,w1,yes,yes,no
2043,exp_acyclic_indvary2_step3_batch_yyy05.pl,q7,no,no,yes
2044,exp_acyclic_indvary2_step3_batch_yyy05.pl,z6,no,no,yes
2045,exp_acyclic_indvary2_step3_batch_yyy05.pl,b2,no,no,no
2046,exp_acyclic_indvary2_step3_batch_yyy05.pl,v4,no,no,yes
2047,exp_acyclic_indvary2_step3_batch_yyy05.pl,e3,no,no,yes
2048,exp_acyclic_indvary2_step3_batch_yyy05.pl,a2,no,no,no
2049,exp_acyclic_indvary2_step3_batch_yyy05.pl,w3,no,no,yes
2050,exp_acyclic_indvary2_step3_batch_yyy06.pl,t4,no,no,yes
2051,exp_acyclic_indvary2_step3_batch_yyy06.pl,x3,no,no,yes
2052,exp_acyclic_indvary2_step3_batch_yyy06.pl,t3,no,no,yes
2053,exp_acyclic_indvary2_step3_batch_yyy06.pl,a5,no,no,yes
2054,exp_acyclic_indvary2_step3_batch_yyy06.pl,w1,yes,yes,no
2055,exp_acyclic_indvary2_step3_batch_yyy06.pl,b5,no,no,yes
2056,exp_acyclic_indvary2_step3_batch_yyy06.pl,z3,no,no,yes
2057,exp_acyclic_indvary2_step3_batch_yyy06.pl,r3,no,no,no
2058,exp_acyclic_indvary2_step3_batch_yyy06.pl,q7,no,no,yes
2059,exp_acyclic_indvary2_step3_batch_yyy06.pl,q2,yes,yes,no
2060,exp_acyclic_indvary2_step3_batch_yyy07.pl,y4,no,no,yes
2061,exp_acyclic_indvary2_step3_batch_yyy07.pl,q5,no,no,yes
2062,exp_acyclic_indvary2_step3_batch_yyy07.pl,w1,yes,yes,no
2063,exp_acyclic_indvary2_step3_batch_yyy07.pl,f3,no,no,yes
2064,exp_acyclic_indvary2_step3_batch_yyy07.pl,r4,no,no,yes
2065,exp_acyclic_indvary2_step3_batch_yyy07.pl,q1,yes,yes,no
2066,exp_acyclic_indvary2_step3_batch_yyy07.pl,z5,no,no,yes
2067,exp_acyclic_indvary2_step3_batch_yyy07.pl,v2,no,no,yes
2068,exp_acyclic_indvary2_step3_batch_yyy07.pl,a4,no,no,yes
2069,exp_acyclic_indvary2_step3_batch_yyy07.pl,w6,no,no,yes
2070,exp_acyclic_indvary2_step3_batch_yyy08.pl,d5,no,no,yes
2071,exp_acyclic_indvary2_step3_batch_yyy08.pl,t5,no,no,yes
2072,exp_acyclic_indvary2_step3_batch_yyy08.pl,w7,no,no,yes
2073,exp_acyclic_indvary2_step3_batch_yyy08.pl,a4,no,no,yes
2074,exp_acyclic_indvary2_step3_batch_yyy08.pl,r5,no,no,yes
2075,exp_acyclic_indvary2_step3_batch_yyy08.pl,u3,no,no,yes
2076,exp_acyclic_indvary2_step3_batch_yyy08.pl,r2,no,no,no
2077,exp_acyclic_indvary2_step3_batch_yyy08.pl,y6,no,no,yes
2078,exp_acyclic_indvary2_step3_batch_yyy08.pl,p4,no,no,yes
2079,exp_acyclic_indvary2_step3_batch_yyy08.pl,x3,no,no,yes
2080,exp_acyclic_indvary2_step3_batch_yyy09.pl,b1,no,no,no
2081,exp_acyclic_indvary2_step3_batch_yyy09.pl,r5,no,no,yes
2082,exp_acyclic_indvary2_step3_batch_yyy09.pl,a3,yes,yes,no
2083,exp_acyclic_indvary2_step3_batch_yyy09.pl,a1,yes,yes,no
2084,exp_acyclic_indvary2_step3_batch_yyy09.pl,f2,no,no,no
2085,exp_acyclic_indvary2_step3_batch_yyy09.pl,v1,yes,yes,no
2086,exp_acyclic_indvary2_step3_batch_yyy09.pl,p3,no,no,no
2087,exp_acyclic_indvary2_step3_batch_yyy09.pl,c1,no,no,no
2088,exp_acyclic_indvary2_step3_batch_yyy09.pl,c6,no,no,yes
2089,exp_acyclic_indvary2_step3_batch_yyy09.pl,z2,no,no,yes
2090,exp_acyclic_indvary2_step3_batch_yyy10.pl,w2,yes,yes,no
2091,exp_acyclic_indvary2_step3_batch_yyy10.pl,u3,no,no,yes
2092,exp_acyclic_indvary2_step3_batch_yyy10.pl,p1,yes,yes,no
2093,exp_acyclic_indvary2_step3_batch_yyy10.pl,p7,no,no,yes
2094,exp_acyclic_indvary2_step3_batch_yyy10.pl,p5,no,no,yes
2095,exp_acyclic_indvary2_step3_batch_yyy10.pl,c2,no,no,no
2096,exp_acyclic_indvary2_step3_batch_yyy10.pl,t6,no,no,yes
2097,exp_acyclic_indvary2_step3_batch_yyy10.pl,d1,no,no,no
2098,exp_acyclic_indvary2_step3_batch_yyy10.pl,u2,yes,yes,no
2099,exp_acyclic_indvary2_step3_batch_yyy10.pl,t1,yes,yes,no
2100,exp_acyclic_indvary2_step4_batch_yyy01.pl,p4,no,no,yes
2101,exp_acyclic_indvary2_step4_batch_yyy01.pl,e5,no,no,yes
2102,exp_acyclic_indvary2_step4_batch_yyy01.pl,d3,no,no,yes
2103,exp_acyclic_indvary2_step4_batch_yyy01.pl,s1,yes,yes,no
2104,exp_acyclic_indvary2_step4_batch_yyy01.pl,t5,no,no,yes
2105,exp_acyclic_indvary2_step4_batch_yyy01.pl,s3,no,no,yes
2106,exp_acyclic_indvary2_step4_batch_yyy01.pl,r3,no,no,yes
2107,exp_acyclic_indvary2_step4_batch_yyy01.pl,d1,no,no,no
2108,exp_acyclic_indvary2_step4_batch_yyy01.pl,x4,no,no,yes
2109,exp_acyclic_indvary2_step4_batch_yyy01.pl,w3,no,no,yes
2110,exp_acyclic_indvary2_step4_batch_yyy02.pl,u5,no,no,yes
2111,exp_acyclic_indvary2_step4_batch_yyy02.pl,c3,no,no,no
2112,exp_acyclic_indvary2_step4_batch_yyy02.pl,z6,no,no,yes
2113,exp_acyclic_indvary2_step4_batch_yyy02.pl,p7,no,no,yes
2114,exp_acyclic_indvary2_step4_batch_yyy02.pl,w5,no,no,yes
2115,exp_acyclic_indvary2_step4_batch_yyy02.pl,r3,yes,yes,no
2116,exp_acyclic_indvary2_step4_batch_yyy02.pl,p1,yes,yes,no
2117,exp_acyclic_indvary2_step4_batch_yyy02.pl,a2,yes,yes,no
2118,exp_acyclic_indvary2_step4_batch_yyy02.pl,u3,no,no,yes
2119,exp_acyclic_indvary2_step4_batch_yyy02.pl,r4,no,no,yes
2120,exp_acyclic_indvary2_step4_batch_yyy03.pl,b2,yes,yes,no
2121,exp_acyclic_indvary2_step4_batch_yyy03.pl,d3,no,no,yes
2122,exp_acyclic_indvary2_step4_batch_yyy03.pl,w6,no,no,yes
2123,exp_acyclic_indvary2_step4_batch_yyy03.pl,c1,no,no,no
2124,exp_acyclic_indvary2_step4_batch_yyy03.pl,s1,yes,yes,no
2125,exp_acyclic_indvary2_step4_batch_yyy03.pl,q3,yes,yes,no
2126,exp_acyclic_indvary2_step4_batch_yyy03.pl,b6,no,no,yes
2127,exp_acyclic_indvary2_step4_batch_yyy03.pl,y5,no,no,yes
2128,exp_acyclic_indvary2_step4_batch_yyy03.pl,a2,yes,yes,no
2129,exp_acyclic_indvary2_step4_batch_yyy03.pl,w3,no,no,yes
2130,exp_acyclic_indvary2_step4_batch_yyy04.pl,t5,no,no,yes
2131,exp_acyclic_indvary2_step4_batch_yyy04.pl,a6,no,no,yes
2132,exp_acyclic_indvary2_step4_batch_yyy04.pl,r5,no,no,yes
2133,exp_acyclic_indvary2_step4_batch_yyy04.pl,v1,yes,yes,no
2134,exp_acyclic_indvary2_step4_batch_yyy04.pl,x6,no,no,yes
2135,exp_acyclic_indvary2_step4_batch_yyy04.pl,q1,yes,yes,no
2136,exp_acyclic_indvary2_step4_batch_yyy04.pl,w2,yes,yes,no
2137,exp_acyclic_indvary2_step4_batch_yyy04.pl,u1,yes,yes,no
2138,exp_acyclic_indvary2_step4_batch_yyy04.pl,a2,yes,yes,no
2139,exp_acyclic_indvary2_step4_batch_yyy04.pl,x4,no,no,yes
2140,exp_acyclic_indvary2_step4_batch_yyy05.pl,p5,no,no,yes
2141,exp_acyclic_indvary2_step4_batch_yyy05.pl,t3,no,no,yes
2142,exp_acyclic_indvary2_step4_batch_yyy05.pl,t6,no,no,yes
2143,exp_acyclic_indvary2_step4_batch_yyy05.pl,a4,no,no,yes
2144,exp_acyclic_indvary2_step4_batch_yyy05.pl,v4,no,no,yes
2145,exp_acyclic_indvary2_step4_batch_yyy05.pl,f4,no,no,yes
2146,exp_acyclic_indvary2_step4_batch_yyy05.pl,x6,no,no,yes
2147,exp_acyclic_indvary2_step4_batch_yyy05.pl,p1,yes,yes,no
2148,exp_acyclic_indvary2_step4_batch_yyy05.pl,a6,no,no,yes
2149,exp_acyclic_indvary2_step4_batch_yyy05.pl,w7,no,no,yes
2150,exp_acyclic_indvary2_step4_batch_yyy06.pl,d5,no,no,yes
2151,exp_acyclic_indvary2_step4_batch_yyy06.pl,p7,no,no,yes
2152,exp_acyclic_indvary2_step4_batch_yyy06.pl,v5,no,no,yes
2153,exp_acyclic_indvary2_step4_batch_yyy06.pl,b1,yes,yes,no
2154,exp_acyclic_indvary2_step4_batch_yyy06.pl,p3,yes,yes,no
2155,exp_acyclic_indvary2_step4_batch_yyy06.pl,f3,no,no,yes
2156,exp_acyclic_indvary2_step4_batch_yyy06.pl,e3,no,no,yes
2157,exp_acyclic_indvary2_step4_batch_yyy06.pl,a3,yes,yes,no
2158,exp_acyclic_indvary2_step4_batch_yyy06.pl,r7,no,no,yes
2159,exp_acyclic_indvary2_step4_batch_yyy06.pl,d1,yes,yes,no
2160,exp_acyclic_indvary2_step4_batch_yyy07.pl,w2,yes,yes,no
2161,exp_acyclic_indvary2_step4_batch_yyy07.pl,u4,no,no,yes
2162,exp_acyclic_indvary2_step4_batch_yyy07.pl,z1,no,no,yes
2163,exp_acyclic_indvary2_step4_batch_yyy07.pl,v1,no,no,yes
2164,exp_acyclic_indvary2_step4_batch_yyy07.pl,s1,yes,yes,no
2165,exp_acyclic_indvary2_step4_batch_yyy07.pl,z3,no,no,yes
2166,exp_acyclic_indvary2_step4_batch_yyy07.pl,s4,no,no,yes
2167,exp_acyclic_indvary2_step4_batch_yyy07.pl,y4,no,no,yes
2168,exp_acyclic_indvary2_step4_batch_yyy07.pl,t2,no,no,yes
2169,exp_acyclic_indvary2_step4_batch_yyy07.pl,t7,no,no,yes
2170,exp_acyclic_indvary2_step4_batch_yyy08.pl,u6,no,no,yes
2171,exp_acyclic_indvary2_step4_batch_yyy08.pl,f5,no,no,yes
2172,exp_acyclic_indvary2_step4_batch_yyy08.pl,f3,no,no,yes
2173,exp_acyclic_indvary2_step4_batch_yyy08.pl,t7,no,no,yes
2174,exp_acyclic_indvary2_step4_batch_yyy08.pl,v4,no,no,yes
2175,exp_acyclic_indvary2_step4_batch_yyy08.pl,s7,no,no,yes
2176,exp_acyclic_indvary2_step4_batch_yyy08.pl,y2,yes,yes,no
2177,exp_acyclic_indvary2_step4_batch_yyy08.pl,x6,no,no,yes
2178,exp_acyclic_indvary2_step4_batch_yyy08.pl,r3,yes,yes,no
2179,exp_acyclic_indvary2_step4_batch_yyy08.pl,t1,yes,yes,no
