Unnamed: 0,instance,goal,adm_result,stb_result,is_trivial
1595,exp_acyclic_indvary1_step6_batch_yyy10.pl,y5,no,no,yes
1597,exp_acyclic_indvary1_step6_batch_yyy10.pl,u3,no,no,yes
1598,exp_acyclic_indvary1_step6_batch_yyy10.pl,v4,no,no,yes
1600,exp_acyclic_indvary1_step7_batch_yyy01.pl,c4,no,no,yes
1601,exp_acyclic_indvary1_step7_batch_yyy01.pl,u1,no,no,yes
1602,exp_acyclic_indvary1_step7_batch_yyy01.pl,a5,no,no,yes
1603,exp_acyclic_indvary1_step7_batch_yyy01.pl,q4,no,no,yes
1605,exp_acyclic_indvary1_step7_batch_yyy01.pl,b5,no,no,yes
1606,exp_acyclic_indvary1_step7_batch_yyy01.pl,p2,no,no,yes
1607,exp_acyclic_indvary1_step7_batch_yyy01.pl,p1,no,no,yes
1610,exp_acyclic_indvary1_step7_batch_yyy02.pl,u6,no,no,yes
1611,exp_acyclic_indvary1_step7_batch_yyy02.pl,d4,no,no,yes
1612,exp_acyclic_indvary1_step7_batch_yyy02.pl,u1,no,no,yes
1614,exp_acyclic_indvary1_step7_batch_yyy02.pl,x4,no,no,yes
1615,exp_acyclic_indvary1_step7_batch_yyy02.pl,p6,no,no,yes
1616,exp_acyclic_indvary1_step7_batch_yyy02.pl,a6,no,no,yes
1617,exp_acyclic_indvary1_step7_batch_yyy02.pl,s4,no,no,yes
1618,exp_acyclic_indvary1_step7_batch_yyy02.pl,w4,no,no,yes
1619,exp_acyclic_indvary1_step7_batch_yyy02.pl,f3,no,no,yes
1620,exp_acyclic_indvary1_step7_batch_yyy03.pl,t4,no,no,yes
1621,exp_acyclic_indvary1_step7_batch_yyy03.pl,p5,no,no,yes
1624,exp_acyclic_indvary1_step7_batch_yyy03.pl,r1,no,no,yes
1626,exp_acyclic_indvary1_step7_batch_yyy03.pl,z5,no,no,yes
1627,exp_acyclic_indvary1_step7_batch_yyy03.pl,v2,no,no,yes
1628,exp_acyclic_indvary1_step7_batch_yyy03.pl,t6,no,no,yes
1629,exp_acyclic_indvary1_step7_batch_yyy03.pl,a5,no,no,yes
1630,exp_acyclic_indvary1_step7_batch_yyy04.pl,d4,no,no,yes
1632,exp_acyclic_indvary1_step7_batch_yyy04.pl,w5,no,no,yes
1633,exp_acyclic_indvary1_step7_batch_yyy04.pl,z1,no,no,yes
1634,exp_acyclic_indvary1_step7_batch_yyy04.pl,x2,no,no,yes
1635,exp_acyclic_indvary1_step7_batch_yyy04.pl,f3,no,no,yes
1636,exp_acyclic_indvary1_step7_batch_yyy04.pl,r1,no,no,yes
1638,exp_acyclic_indvary1_step7_batch_yyy04.pl,b6,no,no,yes
1640,exp_acyclic_indvary1_step7_batch_yyy05.pl,d4,no,no,yes
1641,exp_acyclic_indvary1_step7_batch_yyy05.pl,y3,no,no,yes
1642,exp_acyclic_indvary1_step7_batch_yyy05.pl,s6,no,no,yes
1643,exp_acyclic_indvary1_step7_batch_yyy05.pl,u3,no,no,yes
1644,exp_acyclic_indvary1_step7_batch_yyy05.pl,f4,no,no,yes
1646,exp_acyclic_indvary1_step7_batch_yyy05.pl,w3,no,no,yes
1647,exp_acyclic_indvary1_step7_batch_yyy05.pl,q2,no,no,yes
1648,exp_acyclic_indvary1_step7_batch_yyy05.pl,c5,no,no,yes
1649,exp_acyclic_indvary1_step7_batch_yyy05.pl,a5,no,no,yes
1650,exp_acyclic_indvary1_step7_batch_yyy06.pl,d5,no,no,yes
1651,exp_acyclic_indvary1_step7_batch_yyy06.pl,t4,no,no,yes
1653,exp_acyclic_indvary1_step7_batch_yyy06.pl,x3,no,no,yes
1654,exp_acyclic_indvary1_step7_batch_yyy06.pl,u4,no,no,yes
1655,exp_acyclic_indvary1_step7_batch_yyy06.pl,r1,no,no,yes
1656,exp_acyclic_indvary1_step7_batch_yyy06.pl,b6,no,no,yes
1658,exp_acyclic_indvary1_step7_batch_yyy06.pl,y6,no,no,yes
1659,exp_acyclic_indvary1_step7_batch_yyy06.pl,x4,no,no,yes
1660,exp_acyclic_indvary1_step7_batch_yyy07.pl,p4,no,no,yes
1661,exp_acyclic_indvary1_step7_batch_yyy07.pl,z1,no,no,yes
1663,exp_acyclic_indvary1_step7_batch_yyy07.pl,p2,no,no,yes
1664,exp_acyclic_indvary1_step7_batch_yyy07.pl,y2,no,no,yes
1665,exp_acyclic_indvary1_step7_batch_yyy07.pl,b5,no,no,yes
1666,exp_acyclic_indvary1_step7_batch_yyy07.pl,z2,no,no,yes
1667,exp_acyclic_indvary1_step7_batch_yyy07.pl,s6,no,no,yes
1668,exp_acyclic_indvary1_step7_batch_yyy07.pl,v4,no,no,yes
1669,exp_acyclic_indvary1_step7_batch_yyy07.pl,r4,no,no,yes
1670,exp_acyclic_indvary1_step7_batch_yyy08.pl,c4,no,no,yes
1671,exp_acyclic_indvary1_step7_batch_yyy08.pl,y4,no,no,yes
1672,exp_acyclic_indvary1_step7_batch_yyy08.pl,w5,no,no,yes
1673,exp_acyclic_indvary1_step7_batch_yyy08.pl,q5,no,no,yes
1674,exp_acyclic_indvary1_step7_batch_yyy08.pl,a5,no,no,yes
1675,exp_acyclic_indvary1_step7_batch_yyy08.pl,p3,no,no,yes
1678,exp_acyclic_indvary1_step7_batch_yyy08.pl,y5,no,no,yes
1681,exp_acyclic_indvary1_step7_batch_yyy09.pl,p2,no,no,yes
1684,exp_acyclic_indvary1_step7_batch_yyy09.pl,s2,no,no,yes
1685,exp_acyclic_indvary1_step7_batch_yyy09.pl,z1,no,no,yes
1686,exp_acyclic_indvary1_step7_batch_yyy09.pl,f4,no,no,yes
1689,exp_acyclic_indvary1_step7_batch_yyy09.pl,t1,no,no,yes
1690,exp_acyclic_indvary1_step7_batch_yyy10.pl,e5,no,no,yes
1692,exp_acyclic_indvary1_step7_batch_yyy10.pl,v1,no,no,yes
1693,exp_acyclic_indvary1_step7_batch_yyy10.pl,r2,no,no,yes
1694,exp_acyclic_indvary1_step7_batch_yyy10.pl,y5,no,no,yes
1696,exp_acyclic_indvary1_step7_batch_yyy10.pl,a4,no,no,yes
1697,exp_acyclic_indvary1_step7_batch_yyy10.pl,f5,no,no,yes
1699,exp_acyclic_indvary1_step7_batch_yyy10.pl,s1,no,no,yes
1700,exp_acyclic_indvary1_step8_batch_yyy01.pl,u5,no,no,yes
1702,exp_acyclic_indvary1_step8_batch_yyy01.pl,z2,no,no,yes
1703,exp_acyclic_indvary1_step8_batch_yyy01.pl,y6,no,no,yes
1706,exp_acyclic_indvary1_step8_batch_yyy01.pl,t6,no,no,yes
1708,exp_acyclic_indvary1_step8_batch_yyy01.pl,u2,no,no,yes
1709,exp_acyclic_indvary1_step8_batch_yyy01.pl,t1,no,no,yes
1712,exp_acyclic_indvary1_step8_batch_yyy02.pl,w2,no,no,yes
1715,exp_acyclic_indvary1_step8_batch_yyy02.pl,z3,no,no,yes
1716,exp_acyclic_indvary1_step8_batch_yyy02.pl,q1,no,no,yes
1718,exp_acyclic_indvary1_step8_batch_yyy02.pl,s4,no,no,yes
1719,exp_acyclic_indvary1_step8_batch_yyy02.pl,y4,no,no,yes
1720,exp_acyclic_indvary1_step8_batch_yyy03.pl,x7,no,no,yes
1721,exp_acyclic_indvary1_step8_batch_yyy03.pl,a4,no,no,yes
1724,exp_acyclic_indvary1_step8_batch_yyy03.pl,r1,no,no,yes
1725,exp_acyclic_indvary1_step8_batch_yyy03.pl,x4,no,no,yes
1728,exp_acyclic_indvary1_step8_batch_yyy03.pl,s6,no,no,yes
1729,exp_acyclic_indvary1_step8_batch_yyy03.pl,b5,no,no,yes
1730,exp_acyclic_indvary1_step8_batch_yyy04.pl,t5,no,no,yes
1732,exp_acyclic_indvary1_step8_batch_yyy04.pl,t3,no,no,yes
1733,exp_acyclic_indvary1_step8_batch_yyy04.pl,s2,no,no,yes
1734,exp_acyclic_indvary1_step8_batch_yyy04.pl,c6,no,no,yes
1735,exp_acyclic_indvary1_step8_batch_yyy04.pl,y6,no,no,yes
1738,exp_acyclic_indvary1_step8_batch_yyy04.pl,a4,no,no,yes
1739,exp_acyclic_indvary1_step8_batch_yyy04.pl,w6,no,no,yes
1740,exp_acyclic_indvary1_step8_batch_yyy05.pl,u5,no,no,yes
1741,exp_acyclic_indvary1_step8_batch_yyy05.pl,x2,no,no,yes
1742,exp_acyclic_indvary1_step8_batch_yyy05.pl,x1,no,no,yes
1743,exp_acyclic_indvary1_step8_batch_yyy05.pl,r2,no,no,yes
1744,exp_acyclic_indvary1_step8_batch_yyy05.pl,s4,no,no,yes
1746,exp_acyclic_indvary1_step8_batch_yyy05.pl,z4,no,no,yes
1747,exp_acyclic_indvary1_step8_batch_yyy05.pl,r5,no,no,yes
1748,exp_acyclic_indvary1_step8_batch_yyy05.pl,t7,no,no,yes
1749,exp_acyclic_indvary1_step8_batch_yyy05.pl,c6,no,no,yes
1751,exp_acyclic_indvary1_step8_batch_yyy06.pl,v6,no,no,yes
1752,exp_acyclic_indvary1_step8_batch_yyy06.pl,w5,no,no,yes
1754,exp_acyclic_indvary1_step8_batch_yyy06.pl,x6,no,no,yes
1755,exp_acyclic_indvary1_step8_batch_yyy06.pl,v3,no,no,yes
1757,exp_acyclic_indvary1_step8_batch_yyy06.pl,q7,no,no,yes
1758,exp_acyclic_indvary1_step8_batch_yyy06.pl,z5,no,no,yes
1759,exp_acyclic_indvary1_step8_batch_yyy06.pl,v2,no,no,yes
1760,exp_acyclic_indvary1_step8_batch_yyy07.pl,p5,no,no,yes
1763,exp_acyclic_indvary1_step8_batch_yyy07.pl,v1,no,no,yes
1764,exp_acyclic_indvary1_step8_batch_yyy07.pl,f3,no,no,yes
1765,exp_acyclic_indvary1_step8_batch_yyy07.pl,e3,no,no,yes
1766,exp_acyclic_indvary1_step8_batch_yyy07.pl,q7,no,no,yes
1769,exp_acyclic_indvary1_step8_batch_yyy07.pl,c4,no,no,yes
1770,exp_acyclic_indvary1_step8_batch_yyy08.pl,e5,no,no,yes
1771,exp_acyclic_indvary1_step8_batch_yyy08.pl,u4,no,no,yes
1772,exp_acyclic_indvary1_step8_batch_yyy08.pl,w5,no,no,yes
1774,exp_acyclic_indvary1_step8_batch_yyy08.pl,q4,no,no,yes
1775,exp_acyclic_indvary1_step8_batch_yyy08.pl,f5,no,no,yes
1777,exp_acyclic_indvary1_step8_batch_yyy08.pl,z3,no,no,yes
1779,exp_acyclic_indvary1_step8_batch_yyy08.pl,q1,no,no,yes
1780,exp_acyclic_indvary1_step8_batch_yyy09.pl,c4,no,no,yes
1781,exp_acyclic_indvary1_step8_batch_yyy09.pl,s4,no,no,yes
1783,exp_acyclic_indvary1_step8_batch_yyy09.pl,e5,no,no,yes
1784,exp_acyclic_indvary1_step8_batch_yyy09.pl,d3,no,no,yes
1785,exp_acyclic_indvary1_step8_batch_yyy09.pl,a4,no,no,yes
1786,exp_acyclic_indvary1_step8_batch_yyy09.pl,x5,no,no,yes
1787,exp_acyclic_indvary1_step8_batch_yyy09.pl,w3,no,no,yes
1788,exp_acyclic_indvary1_step8_batch_yyy09.pl,s2,no,no,yes
1790,exp_acyclic_indvary1_step8_batch_yyy10.pl,p4,no,no,yes
1791,exp_acyclic_indvary1_step8_batch_yyy10.pl,b4,no,no,yes
1792,exp_acyclic_indvary1_step8_batch_yyy10.pl,c5,no,no,yes
1795,exp_acyclic_indvary1_step8_batch_yyy10.pl,r7,no,no,yes
1796,exp_acyclic_indvary1_step8_batch_yyy10.pl,q7,no,no,yes
1798,exp_acyclic_indvary1_step8_batch_yyy10.pl,u5,no,no,yes
1799,exp_acyclic_indvary1_step8_batch_yyy10.pl,d5,no,no,yes
1800,exp_acyclic_indvary2_step1_batch_yyy01.pl,d5,no,no,yes
1801,exp_acyclic_indvary2_step1_batch_yyy01.pl,c4,no,no,yes
1802,exp_acyclic_indvary2_step1_batch_yyy01.pl,t3,no,no,yes
1803,exp_acyclic_indvary2_step1_batch_yyy01.pl,t6,no,no,yes
1805,exp_acyclic_indvary2_step1_batch_yyy01.pl,x4,no,no,yes
1806,exp_acyclic_indvary2_step1_batch_yyy01.pl,p4,no,no,yes
1807,exp_acyclic_indvary2_step1_batch_yyy01.pl,x3,no,no,yes
1809,exp_acyclic_indvary2_step1_batch_yyy01.pl,b5,no,no,yes
1810,exp_acyclic_indvary2_step1_batch_yyy02.pl,d5,no,no,yes
1811,exp_acyclic_indvary2_step1_batch_yyy02.pl,s3,no,no,yes
1813,exp_acyclic_indvary2_step1_batch_yyy02.pl,p5,no,no,yes
1814,exp_acyclic_indvary2_step1_batch_yyy02.pl,x7,no,no,yes
1815,exp_acyclic_indvary2_step1_batch_yyy02.pl,r4,no,no,yes
1816,exp_acyclic_indvary2_step1_batch_yyy02.pl,z3,no,no,yes
1817,exp_acyclic_indvary2_step1_batch_yyy02.pl,w3,no,no,yes
1820,exp_acyclic_indvary2_step1_batch_yyy03.pl,u6,no,no,yes
1821,exp_acyclic_indvary2_step1_batch_yyy03.pl,t5,no,no,yes
1822,exp_acyclic_indvary2_step1_batch_yyy03.pl,y4,no,no,yes
1823,exp_acyclic_indvary2_step1_batch_yyy03.pl,s5,no,no,yes
1824,exp_acyclic_indvary2_step1_batch_yyy03.pl,c5,no,no,yes
1825,exp_acyclic_indvary2_step1_batch_yyy03.pl,e4,no,no,yes
1826,exp_acyclic_indvary2_step1_batch_yyy03.pl,v4,no,no,yes
1827,exp_acyclic_indvary2_step1_batch_yyy03.pl,v6,no,no,yes
1828,exp_acyclic_indvary2_step1_batch_yyy03.pl,u1,no,no,yes
1831,exp_acyclic_indvary2_step1_batch_yyy04.pl,q6,no,no,yes
1832,exp_acyclic_indvary2_step1_batch_yyy04.pl,x3,no,no,yes
1833,exp_acyclic_indvary2_step1_batch_yyy04.pl,c5,no,no,yes
1834,exp_acyclic_indvary2_step1_batch_yyy04.pl,q4,no,no,yes
1835,exp_acyclic_indvary2_step1_batch_yyy04.pl,v4,no,no,yes
1836,exp_acyclic_indvary2_step1_batch_yyy04.pl,y2,no,no,yes
1837,exp_acyclic_indvary2_step1_batch_yyy04.pl,r7,no,no,yes
1838,exp_acyclic_indvary2_step1_batch_yyy04.pl,q7,no,no,yes
1839,exp_acyclic_indvary2_step1_batch_yyy04.pl,x4,no,no,yes
1840,exp_acyclic_indvary2_step1_batch_yyy05.pl,s3,no,no,yes
1841,exp_acyclic_indvary2_step1_batch_yyy05.pl,y4,no,no,yes
1843,exp_acyclic_indvary2_step1_batch_yyy05.pl,u7,no,no,yes
1844,exp_acyclic_indvary2_step1_batch_yyy05.pl,x7,no,no,yes
1846,exp_acyclic_indvary2_step1_batch_yyy05.pl,r5,no,no,yes
1850,exp_acyclic_indvary2_step1_batch_yyy06.pl,q5,no,no,yes
1852,exp_acyclic_indvary2_step1_batch_yyy06.pl,y3,no,no,yes
1854,exp_acyclic_indvary2_step1_batch_yyy06.pl,u3,no,no,yes
1856,exp_acyclic_indvary2_step1_batch_yyy06.pl,z3,no,no,yes
1857,exp_acyclic_indvary2_step1_batch_yyy06.pl,r7,no,no,yes
1858,exp_acyclic_indvary2_step1_batch_yyy06.pl,y4,no,no,yes
1859,exp_acyclic_indvary2_step1_batch_yyy06.pl,v7,no,no,yes
1860,exp_acyclic_indvary2_step1_batch_yyy07.pl,d5,no,no,yes
1861,exp_acyclic_indvary2_step1_batch_yyy07.pl,a6,no,no,yes
1863,exp_acyclic_indvary2_step1_batch_yyy07.pl,c5,no,no,yes
1864,exp_acyclic_indvary2_step1_batch_yyy07.pl,y3,no,no,yes
1865,exp_acyclic_indvary2_step1_batch_yyy07.pl,w4,no,no,yes
1866,exp_acyclic_indvary2_step1_batch_yyy07.pl,q1,no,no,yes
1867,exp_acyclic_indvary2_step1_batch_yyy07.pl,w3,no,no,yes
1869,exp_acyclic_indvary2_step1_batch_yyy07.pl,t4,no,no,yes
1872,exp_acyclic_indvary2_step1_batch_yyy08.pl,y5,no,no,yes
1873,exp_acyclic_indvary2_step1_batch_yyy08.pl,a6,no,no,yes
1875,exp_acyclic_indvary2_step1_batch_yyy08.pl,y4,no,no,yes
1876,exp_acyclic_indvary2_step1_batch_yyy08.pl,z4,no,no,yes
1877,exp_acyclic_indvary2_step1_batch_yyy08.pl,r5,no,no,yes
1880,exp_acyclic_indvary2_step1_batch_yyy09.pl,z6,no,no,yes
1881,exp_acyclic_indvary2_step1_batch_yyy09.pl,t3,no,no,yes
1882,exp_acyclic_indvary2_step1_batch_yyy09.pl,u5,no,no,yes
1883,exp_acyclic_indvary2_step1_batch_yyy09.pl,d5,no,no,yes
1884,exp_acyclic_indvary2_step1_batch_yyy09.pl,w2,no,no,yes
1885,exp_acyclic_indvary2_step1_batch_yyy09.pl,e5,no,no,yes
1886,exp_acyclic_indvary2_step1_batch_yyy09.pl,b6,no,no,yes
1889,exp_acyclic_indvary2_step1_batch_yyy09.pl,q1,no,no,yes
1890,exp_acyclic_indvary2_step1_batch_yyy10.pl,w7,no,no,yes
1892,exp_acyclic_indvary2_step1_batch_yyy10.pl,d3,no,no,yes
1893,exp_acyclic_indvary2_step1_batch_yyy10.pl,u7,no,no,yes
1895,exp_acyclic_indvary2_step1_batch_yyy10.pl,u3,no,no,yes
1896,exp_acyclic_indvary2_step1_batch_yyy10.pl,r7,no,no,yes
1897,exp_acyclic_indvary2_step1_batch_yyy10.pl,y5,no,no,yes
1900,exp_acyclic_indvary2_step2_batch_yyy01.pl,u6,no,no,yes
1901,exp_acyclic_indvary2_step2_batch_yyy01.pl,t4,no,no,yes
1903,exp_acyclic_indvary2_step2_batch_yyy01.pl,y4,no,no,yes
1904,exp_acyclic_indvary2_step2_batch_yyy01.pl,p3,no,no,yes
1905,exp_acyclic_indvary2_step2_batch_yyy01.pl,f3,no,no,yes
1906,exp_acyclic_indvary2_step2_batch_yyy01.pl,u2,no,no,yes
1908,exp_acyclic_indvary2_step2_batch_yyy01.pl,r7,no,no,yes
1911,exp_acyclic_indvary2_step2_batch_yyy02.pl,x7,no,no,yes
1912,exp_acyclic_indvary2_step2_batch_yyy02.pl,z4,no,no,yes
1914,exp_acyclic_indvary2_step2_batch_yyy02.pl,p4,no,no,yes
1915,exp_acyclic_indvary2_step2_batch_yyy02.pl,x3,no,no,yes
1916,exp_acyclic_indvary2_step2_batch_yyy02.pl,v6,no,no,yes
1918,exp_acyclic_indvary2_step2_batch_yyy02.pl,x4,no,no,yes
1919,exp_acyclic_indvary2_step2_batch_yyy02.pl,w3,no,no,yes
1920,exp_acyclic_indvary2_step2_batch_yyy03.pl,d5,no,no,yes
1921,exp_acyclic_indvary2_step2_batch_yyy03.pl,y4,no,no,yes
1922,exp_acyclic_indvary2_step2_batch_yyy03.pl,p4,no,no,yes
1924,exp_acyclic_indvary2_step2_batch_yyy03.pl,w6,no,no,yes
1925,exp_acyclic_indvary2_step2_batch_yyy03.pl,c6,no,no,yes
1926,exp_acyclic_indvary2_step2_batch_yyy03.pl,f4,no,no,yes
1928,exp_acyclic_indvary2_step2_batch_yyy03.pl,q7,no,no,yes
1930,exp_acyclic_indvary2_step2_batch_yyy04.pl,t4,no,no,yes
1932,exp_acyclic_indvary2_step2_batch_yyy04.pl,y4,no,no,yes
1934,exp_acyclic_indvary2_step2_batch_yyy04.pl,v5,no,no,yes
1936,exp_acyclic_indvary2_step2_batch_yyy04.pl,e4,no,no,yes
1937,exp_acyclic_indvary2_step2_batch_yyy04.pl,t7,no,no,yes
1938,exp_acyclic_indvary2_step2_batch_yyy04.pl,p2,no,no,yes
1940,exp_acyclic_indvary2_step2_batch_yyy05.pl,t4,no,no,yes
1941,exp_acyclic_indvary2_step2_batch_yyy05.pl,z6,no,no,yes
1943,exp_acyclic_indvary2_step2_batch_yyy05.pl,v5,no,no,yes
1944,exp_acyclic_indvary2_step2_batch_yyy05.pl,w1,no,no,yes
1945,exp_acyclic_indvary2_step2_batch_yyy05.pl,e3,no,no,yes
1947,exp_acyclic_indvary2_step2_batch_yyy05.pl,q7,no,no,yes
1949,exp_acyclic_indvary2_step2_batch_yyy05.pl,v7,no,no,yes
1951,exp_acyclic_indvary2_step2_batch_yyy06.pl,y4,no,no,yes
1952,exp_acyclic_indvary2_step2_batch_yyy06.pl,v6,no,no,yes
1954,exp_acyclic_indvary2_step2_batch_yyy06.pl,b5,no,no,yes
1955,exp_acyclic_indvary2_step2_batch_yyy06.pl,z3,no,no,yes
1956,exp_acyclic_indvary2_step2_batch_yyy06.pl,p7,no,no,yes
1957,exp_acyclic_indvary2_step2_batch_yyy06.pl,p5,no,no,yes
1960,exp_acyclic_indvary2_step2_batch_yyy07.pl,t5,no,no,yes
1961,exp_acyclic_indvary2_step2_batch_yyy07.pl,y4,no,no,yes
1962,exp_acyclic_indvary2_step2_batch_yyy07.pl,v5,no,no,yes
1963,exp_acyclic_indvary2_step2_batch_yyy07.pl,a4,no,no,yes
1964,exp_acyclic_indvary2_step2_batch_yyy07.pl,z4,no,no,yes
1965,exp_acyclic_indvary2_step2_batch_yyy07.pl,u3,no,no,yes
1967,exp_acyclic_indvary2_step2_batch_yyy07.pl,p6,no,no,yes
1970,exp_acyclic_indvary2_step2_batch_yyy08.pl,d5,no,no,yes
1971,exp_acyclic_indvary2_step2_batch_yyy08.pl,v7,no,no,yes
1973,exp_acyclic_indvary2_step2_batch_yyy08.pl,c5,no,no,yes
1974,exp_acyclic_indvary2_step2_batch_yyy08.pl,x2,no,no,yes
1976,exp_acyclic_indvary2_step2_batch_yyy08.pl,q7,no,no,yes
1977,exp_acyclic_indvary2_step2_batch_yyy08.pl,x5,no,no,yes
1979,exp_acyclic_indvary2_step2_batch_yyy08.pl,b5,no,no,yes
1982,exp_acyclic_indvary2_step2_batch_yyy09.pl,f3,no,no,yes
1986,exp_acyclic_indvary2_step2_batch_yyy09.pl,z4,no,no,yes
1987,exp_acyclic_indvary2_step2_batch_yyy09.pl,r5,no,no,yes
1988,exp_acyclic_indvary2_step2_batch_yyy09.pl,u3,no,no,yes
1989,exp_acyclic_indvary2_step2_batch_yyy09.pl,e3,no,no,yes
1990,exp_acyclic_indvary2_step2_batch_yyy10.pl,t5,no,no,yes
1991,exp_acyclic_indvary2_step2_batch_yyy10.pl,z6,no,no,yes
1992,exp_acyclic_indvary2_step2_batch_yyy10.pl,s4,no,no,yes
1994,exp_acyclic_indvary2_step2_batch_yyy10.pl,x3,no,no,yes
1995,exp_acyclic_indvary2_step2_batch_yyy10.pl,v6,no,no,yes
1996,exp_acyclic_indvary2_step2_batch_yyy10.pl,c5,no,no,yes
1997,exp_acyclic_indvary2_step2_batch_yyy10.pl,q4,no,no,yes
2000,exp_acyclic_indvary2_step3_batch_yyy01.pl,d5,no,no,yes
2001,exp_acyclic_indvary2_step3_batch_yyy01.pl,s3,no,no,yes
2002,exp_acyclic_indvary2_step3_batch_yyy01.pl,u7,no,no,yes
2003,exp_acyclic_indvary2_step3_batch_yyy01.pl,x7,no,no,yes
2005,exp_acyclic_indvary2_step3_batch_yyy01.pl,r2,no,no,yes
2006,exp_acyclic_indvary2_step3_batch_yyy01.pl,p7,no,no,yes
2007,exp_acyclic_indvary2_step3_batch_yyy01.pl,d4,no,no,yes
2008,exp_acyclic_indvary2_step3_batch_yyy01.pl,q7,no,no,yes
2009,exp_acyclic_indvary2_step3_batch_yyy01.pl,y5,no,no,yes
2011,exp_acyclic_indvary2_step3_batch_yyy02.pl,v5,no,no,yes
2012,exp_acyclic_indvary2_step3_batch_yyy02.pl,z4,no,no,yes
2014,exp_acyclic_indvary2_step3_batch_yyy02.pl,b6,no,no,yes
2016,exp_acyclic_indvary2_step3_batch_yyy02.pl,y5,no,no,yes
2017,exp_acyclic_indvary2_step3_batch_yyy02.pl,x4,no,no,yes
2018,exp_acyclic_indvary2_step3_batch_yyy02.pl,t4,no,no,yes
2019,exp_acyclic_indvary2_step3_batch_yyy02.pl,s3,no,no,yes
2021,exp_acyclic_indvary2_step3_batch_yyy03.pl,d4,no,no,yes
2023,exp_acyclic_indvary2_step3_batch_yyy03.pl,v4,no,no,yes
2025,exp_acyclic_indvary2_step3_batch_yyy03.pl,c5,no,no,yes
2027,exp_acyclic_indvary2_step3_batch_yyy03.pl,a5,no,no,yes
2028,exp_acyclic_indvary2_step3_batch_yyy03.pl,y1,no,no,yes
2030,exp_acyclic_indvary2_step3_batch_yyy04.pl,u5,no,no,yes
2031,exp_acyclic_indvary2_step3_batch_yyy04.pl,d4,no,no,yes
2032,exp_acyclic_indvary2_step3_batch_yyy04.pl,u7,no,no,yes
2033,exp_acyclic_indvary2_step3_batch_yyy04.pl,x7,no,no,yes
2034,exp_acyclic_indvary2_step3_batch_yyy04.pl,f5,no,no,yes
2036,exp_acyclic_indvary2_step3_batch_yyy04.pl,v4,no,no,yes
2037,exp_acyclic_indvary2_step3_batch_yyy04.pl,q3,no,no,yes
2039,exp_acyclic_indvary2_step3_batch_yyy04.pl,w3,no,no,yes
2040,exp_acyclic_indvary2_step3_batch_yyy05.pl,r6,no,no,yes
2043,exp_acyclic_indvary2_step3_batch_yyy05.pl,q7,no,no,yes
2044,exp_acyclic_indvary2_step3_batch_yyy05.pl,z6,no,no,yes
2046,exp_acyclic_indvary2_step3_batch_yyy05.pl,v4,no,no,yes
2047,exp_acyclic_indvary2_step3_batch_yyy05.pl,e3,no,no,yes
2049,exp_acyclic_indvary2_step3_batch_yyy05.pl,w3,no,no,yes
2050,exp_acyclic_indvary2_step3_batch_yyy06.pl,t4,no,no,yes
2051,exp_acyclic_indvary2_step3_batch_yyy06.pl,x3,no,no,yes
2052,exp_acyclic_indvary2_step3_batch_yyy06.pl,t3,no,no,yes
2053,exp_acyclic_indvary2_step3_batch_yyy06.pl,a5,no,no,yes
2055,exp_acyclic_indvary2_step3_batch_yyy06.pl,b5,no,no,yes
2056,exp_acyclic_indvary2_step3_batch_yyy06.pl,z3,no,no,yes
2058,exp_acyclic_indvary2_step3_batch_yyy06.pl,q7,no,no,yes
2060,exp_acyclic_indvary2_step3_batch_yyy07.pl,y4,no,no,yes
2061,exp_acyclic_indvary2_step3_batch_yyy07.pl,q5,no,no,yes
2063,exp_acyclic_indvary2_step3_batch_yyy07.pl,f3,no,no,yes
2064,exp_acyclic_indvary2_step3_batch_yyy07.pl,r4,no,no,yes
2066,exp_acyclic_indvary2_step3_batch_yyy07.pl,z5,no,no,yes
2067,exp_acyclic_indvary2_step3_batch_yyy07.pl,v2,no,no,yes
2068,exp_acyclic_indvary2_step3_batch_yyy07.pl,a4,no,no,yes
2069,exp_acyclic_indvary2_step3_batch_yyy07.pl,w6,no,no,yes
2070,exp_acyclic_indvary2_step3_batch_yyy08.pl,d5,no,no,yes
2071,exp_acyclic_indvary2_step3_batch_yyy08.pl,t5,no,no,yes
2072,exp_acyclic_indvary2_step3_batch_yyy08.pl,w7,no,no,yes
2073,exp_acyclic_indvary2_step3_batch_yyy08.pl,a4,no,no,yes
2074,exp_acyclic_indvary2_step3_batch_yyy08.pl,r5,no,no,yes
2075,exp_acyclic_indvary2_step3_batch_yyy08.pl,u3,no,no,yes
2077,exp_acyclic_indvary2_step3_batch_yyy08.pl,y6,no,no,yes
2078,exp_acyclic_indvary2_step3_batch_yyy08.pl,p4,no,no,yes
2079,exp_acyclic_indvary2_step3_batch_yyy08.pl,x3,no,no,yes
2081,exp_acyclic_indvary2_step3_batch_yyy09.pl,r5,no,no,yes
2088,exp_acyclic_indvary2_step3_batch_yyy09.pl,c6,no,no,yes
2089,exp_acyclic_indvary2_step3_batch_yyy09.pl,z2,no,no,yes
2091,exp_acyclic_indvary2_step3_batch_yyy10.pl,u3,no,no,yes
2093,exp_acyclic_indvary2_step3_batch_yyy10.pl,p7,no,no,yes
2094,exp_acyclic_indvary2_step3_batch_yyy10.pl,p5,no,no,yes
