id,instance,goal,adm_result,stb_result,is_trivial
1713,exp_acyclic_indvary1_step8_batch_yyy02.pl,w2,no,no,yes
1714,exp_acyclic_indvary1_step8_batch_yyy02.pl,s2,yes,yes,no
1715,exp_acyclic_indvary1_step8_batch_yyy02.pl,v4,yes,yes,no
1716,exp_acyclic_indvary1_step8_batch_yyy02.pl,z3,no,no,yes
1717,exp_acyclic_indvary1_step8_batch_yyy02.pl,q1,no,no,yes
1718,exp_acyclic_indvary1_step8_batch_yyy02.pl,f2,no,no,no
1719,exp_acyclic_indvary1_step8_batch_yyy02.pl,s4,no,no,yes
1720,exp_acyclic_indvary1_step8_batch_yyy02.pl,y4,no,no,yes
1721,exp_acyclic_indvary1_step8_batch_yyy03.pl,x7,no,no,yes
1722,exp_acyclic_indvary1_step8_batch_yyy03.pl,a4,no,no,yes
1723,exp_acyclic_indvary1_step8_batch_yyy03.pl,w1,yes,yes,no
1724,exp_acyclic_indvary1_step8_batch_yyy03.pl,u3,yes,yes,no
1725,exp_acyclic_indvary1_step8_batch_yyy03.pl,r1,no,no,yes
1726,exp_acyclic_indvary1_step8_batch_yyy03.pl,x4,no,no,yes
1727,exp_acyclic_indvary1_step8_batch_yyy03.pl,f2,yes,yes,no
1728,exp_acyclic_indvary1_step8_batch_yyy03.pl,c1,yes,yes,no
1729,exp_acyclic_indvary1_step8_batch_yyy03.pl,s6,no,no,yes
1730,exp_acyclic_indvary1_step8_batch_yyy03.pl,b5,no,no,yes
1731,exp_acyclic_indvary1_step8_batch_yyy04.pl,t5,no,no,yes
1732,exp_acyclic_indvary1_step8_batch_yyy04.pl,f1,yes,no,no
1733,exp_acyclic_indvary1_step8_batch_yyy04.pl,t3,no,no,yes
1734,exp_acyclic_indvary1_step8_batch_yyy04.pl,s2,no,no,yes
1735,exp_acyclic_indvary1_step8_batch_yyy04.pl,c6,no,no,yes
1736,exp_acyclic_indvary1_step8_batch_yyy04.pl,y6,no,no,yes
1737,exp_acyclic_indvary1_step8_batch_yyy04.pl,v2,no,no,no
1738,exp_acyclic_indvary1_step8_batch_yyy04.pl,q6,yes,no,no
1739,exp_acyclic_indvary1_step8_batch_yyy04.pl,a4,no,no,yes
1740,exp_acyclic_indvary1_step8_batch_yyy04.pl,w6,no,no,yes
1741,exp_acyclic_indvary1_step8_batch_yyy05.pl,u5,no,no,yes
1742,exp_acyclic_indvary1_step8_batch_yyy05.pl,x2,no,no,yes
1743,exp_acyclic_indvary1_step8_batch_yyy05.pl,x1,no,no,yes
1744,exp_acyclic_indvary1_step8_batch_yyy05.pl,r2,no,no,yes
1745,exp_acyclic_indvary1_step8_batch_yyy05.pl,s4,no,no,yes
1746,exp_acyclic_indvary1_step8_batch_yyy05.pl,w7,yes,yes,no
1747,exp_acyclic_indvary1_step8_batch_yyy05.pl,z4,no,no,yes
1748,exp_acyclic_indvary1_step8_batch_yyy05.pl,r5,no,no,yes
1749,exp_acyclic_indvary1_step8_batch_yyy05.pl,t7,no,no,yes
1750,exp_acyclic_indvary1_step8_batch_yyy05.pl,c6,no,no,yes
1751,exp_acyclic_indvary1_step8_batch_yyy06.pl,c3,yes,yes,no
1752,exp_acyclic_indvary1_step8_batch_yyy06.pl,v6,no,no,yes
1753,exp_acyclic_indvary1_step8_batch_yyy06.pl,w5,no,no,yes
1754,exp_acyclic_indvary1_step8_batch_yyy06.pl,x2,yes,yes,no
1755,exp_acyclic_indvary1_step8_batch_yyy06.pl,x6,no,no,yes
1756,exp_acyclic_indvary1_step8_batch_yyy06.pl,v3,no,no,yes
1757,exp_acyclic_indvary1_step8_batch_yyy06.pl,d1,no,no,no
1758,exp_acyclic_indvary1_step8_batch_yyy06.pl,q7,no,no,yes
1759,exp_acyclic_indvary1_step8_batch_yyy06.pl,z5,no,no,yes
1760,exp_acyclic_indvary1_step8_batch_yyy06.pl,v2,no,no,yes
1761,exp_acyclic_indvary1_step8_batch_yyy07.pl,p5,no,no,yes
1762,exp_acyclic_indvary1_step8_batch_yyy07.pl,r6,yes,yes,no
1763,exp_acyclic_indvary1_step8_batch_yyy07.pl,s2,yes,yes,no
1764,exp_acyclic_indvary1_step8_batch_yyy07.pl,v1,no,no,yes
1765,exp_acyclic_indvary1_step8_batch_yyy07.pl,f3,no,no,yes
1766,exp_acyclic_indvary1_step8_batch_yyy07.pl,e3,no,no,yes
1767,exp_acyclic_indvary1_step8_batch_yyy07.pl,q7,no,no,yes
1768,exp_acyclic_indvary1_step8_batch_yyy07.pl,f2,yes,yes,no
1769,exp_acyclic_indvary1_step8_batch_yyy07.pl,c3,yes,yes,no
1770,exp_acyclic_indvary1_step8_batch_yyy07.pl,c4,no,no,yes
1771,exp_acyclic_indvary1_step8_batch_yyy08.pl,e5,no,no,yes
1772,exp_acyclic_indvary1_step8_batch_yyy08.pl,u4,no,no,yes
1773,exp_acyclic_indvary1_step8_batch_yyy08.pl,w5,no,no,yes
1774,exp_acyclic_indvary1_step8_batch_yyy08.pl,c2,yes,yes,no
1775,exp_acyclic_indvary1_step8_batch_yyy08.pl,q4,no,no,yes
1776,exp_acyclic_indvary1_step8_batch_yyy08.pl,f5,no,no,yes
1777,exp_acyclic_indvary1_step8_batch_yyy08.pl,r4,yes,yes,no
1778,exp_acyclic_indvary1_step8_batch_yyy08.pl,z3,no,no,yes
1779,exp_acyclic_indvary1_step8_batch_yyy08.pl,y2,no,no,no
1780,exp_acyclic_indvary1_step8_batch_yyy08.pl,q1,no,no,yes
1781,exp_acyclic_indvary1_step8_batch_yyy09.pl,c4,no,no,yes
1782,exp_acyclic_indvary1_step8_batch_yyy09.pl,s4,no,no,yes
1783,exp_acyclic_indvary1_step8_batch_yyy09.pl,e1,yes,no,no
1784,exp_acyclic_indvary1_step8_batch_yyy09.pl,e5,no,no,yes
1785,exp_acyclic_indvary1_step8_batch_yyy09.pl,d3,no,no,yes
1786,exp_acyclic_indvary1_step8_batch_yyy09.pl,a4,no,no,yes
1787,exp_acyclic_indvary1_step8_batch_yyy09.pl,x5,no,no,yes
1788,exp_acyclic_indvary1_step8_batch_yyy09.pl,w3,no,no,yes
1789,exp_acyclic_indvary1_step8_batch_yyy09.pl,s2,no,no,yes
1790,exp_acyclic_indvary1_step8_batch_yyy09.pl,z1,no,no,no
1791,exp_acyclic_indvary1_step8_batch_yyy10.pl,p4,no,no,yes
1792,exp_acyclic_indvary1_step8_batch_yyy10.pl,b4,no,no,yes
1793,exp_acyclic_indvary1_step8_batch_yyy10.pl,c5,no,no,yes
1794,exp_acyclic_indvary1_step8_batch_yyy10.pl,t2,no,no,no
1795,exp_acyclic_indvary1_step8_batch_yyy10.pl,u3,yes,no,no
1796,exp_acyclic_indvary1_step8_batch_yyy10.pl,r7,no,no,yes
1797,exp_acyclic_indvary1_step8_batch_yyy10.pl,q7,no,no,yes
1798,exp_acyclic_indvary1_step8_batch_yyy10.pl,a2,yes,no,no
1799,exp_acyclic_indvary1_step8_batch_yyy10.pl,u5,no,no,yes
1800,exp_acyclic_indvary1_step8_batch_yyy10.pl,d5,no,no,yes
1801,exp_acyclic_indvary2_step1_batch_yyy01.pl,d5,no,no,yes
1802,exp_acyclic_indvary2_step1_batch_yyy01.pl,c4,no,no,yes
1803,exp_acyclic_indvary2_step1_batch_yyy01.pl,t3,no,no,yes
1804,exp_acyclic_indvary2_step1_batch_yyy01.pl,t6,no,no,yes
1805,exp_acyclic_indvary2_step1_batch_yyy01.pl,p1,yes,no,no
1806,exp_acyclic_indvary2_step1_batch_yyy01.pl,x4,no,no,yes
1807,exp_acyclic_indvary2_step1_batch_yyy01.pl,p4,no,no,yes
1808,exp_acyclic_indvary2_step1_batch_yyy01.pl,x3,no,no,yes
1809,exp_acyclic_indvary2_step1_batch_yyy01.pl,t2,yes,no,no
1810,exp_acyclic_indvary2_step1_batch_yyy01.pl,b5,no,no,yes
1811,exp_acyclic_indvary2_step1_batch_yyy02.pl,d5,no,no,yes
1812,exp_acyclic_indvary2_step1_batch_yyy02.pl,s3,no,no,yes
1813,exp_acyclic_indvary2_step1_batch_yyy02.pl,b3,no,no,no
1814,exp_acyclic_indvary2_step1_batch_yyy02.pl,p5,no,no,yes
1815,exp_acyclic_indvary2_step1_batch_yyy02.pl,x7,no,no,yes
1816,exp_acyclic_indvary2_step1_batch_yyy02.pl,r4,no,no,yes
1817,exp_acyclic_indvary2_step1_batch_yyy02.pl,z3,no,no,yes
1818,exp_acyclic_indvary2_step1_batch_yyy02.pl,w3,no,no,yes
1819,exp_acyclic_indvary2_step1_batch_yyy02.pl,u2,yes,no,no
1820,exp_acyclic_indvary2_step1_batch_yyy02.pl,t1,yes,no,no
1821,exp_acyclic_indvary2_step1_batch_yyy03.pl,u6,no,no,yes
1822,exp_acyclic_indvary2_step1_batch_yyy03.pl,t5,no,no,yes
1823,exp_acyclic_indvary2_step1_batch_yyy03.pl,y4,no,no,yes
1824,exp_acyclic_indvary2_step1_batch_yyy03.pl,s5,no,no,yes
1825,exp_acyclic_indvary2_step1_batch_yyy03.pl,c5,no,no,yes
1826,exp_acyclic_indvary2_step1_batch_yyy03.pl,e4,no,no,yes
1827,exp_acyclic_indvary2_step1_batch_yyy03.pl,v4,no,no,yes
1828,exp_acyclic_indvary2_step1_batch_yyy03.pl,v6,no,no,yes
1829,exp_acyclic_indvary2_step1_batch_yyy03.pl,u1,no,no,yes
1830,exp_acyclic_indvary2_step1_batch_yyy03.pl,f1,yes,yes,no
1831,exp_acyclic_indvary2_step1_batch_yyy04.pl,c3,no,no,no
1832,exp_acyclic_indvary2_step1_batch_yyy04.pl,q6,no,no,yes
1833,exp_acyclic_indvary2_step1_batch_yyy04.pl,x3,no,no,yes
1834,exp_acyclic_indvary2_step1_batch_yyy04.pl,c5,no,no,yes
1835,exp_acyclic_indvary2_step1_batch_yyy04.pl,q4,no,no,yes
1836,exp_acyclic_indvary2_step1_batch_yyy04.pl,v4,no,no,yes
1837,exp_acyclic_indvary2_step1_batch_yyy04.pl,y2,no,no,yes
1838,exp_acyclic_indvary2_step1_batch_yyy04.pl,r7,no,no,yes
1839,exp_acyclic_indvary2_step1_batch_yyy04.pl,q7,no,no,yes
1840,exp_acyclic_indvary2_step1_batch_yyy04.pl,x4,no,no,yes
1841,exp_acyclic_indvary2_step1_batch_yyy05.pl,s3,no,no,yes
1842,exp_acyclic_indvary2_step1_batch_yyy05.pl,y4,no,no,yes
1843,exp_acyclic_indvary2_step1_batch_yyy05.pl,v2,yes,yes,no
1844,exp_acyclic_indvary2_step1_batch_yyy05.pl,u7,no,no,yes
1845,exp_acyclic_indvary2_step1_batch_yyy05.pl,x7,no,no,yes
1846,exp_acyclic_indvary2_step1_batch_yyy05.pl,x2,yes,yes,no
1847,exp_acyclic_indvary2_step1_batch_yyy05.pl,r5,no,no,yes
1848,exp_acyclic_indvary2_step1_batch_yyy05.pl,a2,no,no,no
1849,exp_acyclic_indvary2_step1_batch_yyy05.pl,s2,no,no,no
1850,exp_acyclic_indvary2_step1_batch_yyy05.pl,b1,no,no,no
1851,exp_acyclic_indvary2_step1_batch_yyy06.pl,q5,no,no,yes
1852,exp_acyclic_indvary2_step1_batch_yyy06.pl,c2,yes,yes,no
1853,exp_acyclic_indvary2_step1_batch_yyy06.pl,y3,no,no,yes
1854,exp_acyclic_indvary2_step1_batch_yyy06.pl,t2,no,no,no
1855,exp_acyclic_indvary2_step1_batch_yyy06.pl,u3,no,no,yes
1856,exp_acyclic_indvary2_step1_batch_yyy06.pl,s1,yes,yes,no
1857,exp_acyclic_indvary2_step1_batch_yyy06.pl,z3,no,no,yes
1858,exp_acyclic_indvary2_step1_batch_yyy06.pl,r7,no,no,yes
1859,exp_acyclic_indvary2_step1_batch_yyy06.pl,y4,no,no,yes
1860,exp_acyclic_indvary2_step1_batch_yyy06.pl,v7,no,no,yes
1861,exp_acyclic_indvary2_step1_batch_yyy07.pl,d5,no,no,yes
1862,exp_acyclic_indvary2_step1_batch_yyy07.pl,a6,no,no,yes
1863,exp_acyclic_indvary2_step1_batch_yyy07.pl,e1,yes,yes,no
1864,exp_acyclic_indvary2_step1_batch_yyy07.pl,c5,no,no,yes
1865,exp_acyclic_indvary2_step1_batch_yyy07.pl,y3,no,no,yes
1866,exp_acyclic_indvary2_step1_batch_yyy07.pl,w4,no,no,yes
1867,exp_acyclic_indvary2_step1_batch_yyy07.pl,q1,no,no,yes
1868,exp_acyclic_indvary2_step1_batch_yyy07.pl,w3,no,no,yes
1869,exp_acyclic_indvary2_step1_batch_yyy07.pl,c3,yes,yes,no
1870,exp_acyclic_indvary2_step1_batch_yyy07.pl,t4,no,no,yes
1871,exp_acyclic_indvary2_step1_batch_yyy08.pl,w2,no,no,no
1872,exp_acyclic_indvary2_step1_batch_yyy08.pl,s2,yes,yes,no
1873,exp_acyclic_indvary2_step1_batch_yyy08.pl,y5,no,no,yes
1874,exp_acyclic_indvary2_step1_batch_yyy08.pl,a6,no,no,yes
1875,exp_acyclic_indvary2_step1_batch_yyy08.pl,b3,yes,yes,no
1876,exp_acyclic_indvary2_step1_batch_yyy08.pl,y4,no,no,yes
1877,exp_acyclic_indvary2_step1_batch_yyy08.pl,z4,no,no,yes
1878,exp_acyclic_indvary2_step1_batch_yyy08.pl,r5,no,no,yes
1879,exp_acyclic_indvary2_step1_batch_yyy08.pl,r2,yes,yes,no
1880,exp_acyclic_indvary2_step1_batch_yyy08.pl,a1,yes,yes,no
1881,exp_acyclic_indvary2_step1_batch_yyy09.pl,z6,no,no,yes
1882,exp_acyclic_indvary2_step1_batch_yyy09.pl,t3,no,no,yes
1883,exp_acyclic_indvary2_step1_batch_yyy09.pl,u5,no,no,yes
1884,exp_acyclic_indvary2_step1_batch_yyy09.pl,d5,no,no,yes
1885,exp_acyclic_indvary2_step1_batch_yyy09.pl,w2,no,no,yes
1886,exp_acyclic_indvary2_step1_batch_yyy09.pl,e5,no,no,yes
1887,exp_acyclic_indvary2_step1_batch_yyy09.pl,b6,no,no,yes
1888,exp_acyclic_indvary2_step1_batch_yyy09.pl,a1,yes,yes,no
1889,exp_acyclic_indvary2_step1_batch_yyy09.pl,u2,yes,yes,no
1890,exp_acyclic_indvary2_step1_batch_yyy09.pl,q1,no,no,yes
1891,exp_acyclic_indvary2_step1_batch_yyy10.pl,w7,no,no,yes
1892,exp_acyclic_indvary2_step1_batch_yyy10.pl,f1,yes,yes,no
1893,exp_acyclic_indvary2_step1_batch_yyy10.pl,d3,no,no,yes
1894,exp_acyclic_indvary2_step1_batch_yyy10.pl,u7,no,no,yes
1895,exp_acyclic_indvary2_step1_batch_yyy10.pl,x2,yes,yes,no
1896,exp_acyclic_indvary2_step1_batch_yyy10.pl,u3,no,no,yes
1897,exp_acyclic_indvary2_step1_batch_yyy10.pl,r7,no,no,yes
1898,exp_acyclic_indvary2_step1_batch_yyy10.pl,y5,no,no,yes
1899,exp_acyclic_indvary2_step1_batch_yyy10.pl,c1,yes,yes,no
1900,exp_acyclic_indvary2_step1_batch_yyy10.pl,z2,yes,yes,no
1901,exp_acyclic_indvary2_step2_batch_yyy01.pl,u6,no,no,yes
1902,exp_acyclic_indvary2_step2_batch_yyy01.pl,t4,no,no,yes
1903,exp_acyclic_indvary2_step2_batch_yyy01.pl,b2,yes,yes,no
1904,exp_acyclic_indvary2_step2_batch_yyy01.pl,y4,no,no,yes
1905,exp_acyclic_indvary2_step2_batch_yyy01.pl,p3,no,no,yes
1906,exp_acyclic_indvary2_step2_batch_yyy01.pl,f3,no,no,yes
1907,exp_acyclic_indvary2_step2_batch_yyy01.pl,u2,no,no,yes
1908,exp_acyclic_indvary2_step2_batch_yyy01.pl,r2,yes,yes,no
1909,exp_acyclic_indvary2_step2_batch_yyy01.pl,r7,no,no,yes
1910,exp_acyclic_indvary2_step2_batch_yyy01.pl,a1,yes,yes,no
1911,exp_acyclic_indvary2_step2_batch_yyy02.pl,v2,yes,no,no
1912,exp_acyclic_indvary2_step2_batch_yyy02.pl,x7,no,no,yes
1913,exp_acyclic_indvary2_step2_batch_yyy02.pl,z4,no,no,yes
1914,exp_acyclic_indvary2_step2_batch_yyy02.pl,q1,yes,no,no
1915,exp_acyclic_indvary2_step2_batch_yyy02.pl,p4,no,no,yes
1916,exp_acyclic_indvary2_step2_batch_yyy02.pl,x3,no,no,yes
1917,exp_acyclic_indvary2_step2_batch_yyy02.pl,v6,no,no,yes
1918,exp_acyclic_indvary2_step2_batch_yyy02.pl,f1,no,no,no
1919,exp_acyclic_indvary2_step2_batch_yyy02.pl,x4,no,no,yes
1920,exp_acyclic_indvary2_step2_batch_yyy02.pl,w3,no,no,yes
1921,exp_acyclic_indvary2_step2_batch_yyy03.pl,d5,no,no,yes
1922,exp_acyclic_indvary2_step2_batch_yyy03.pl,y4,no,no,yes
1923,exp_acyclic_indvary2_step2_batch_yyy03.pl,p4,no,no,yes
1924,exp_acyclic_indvary2_step2_batch_yyy03.pl,z1,yes,no,no
1925,exp_acyclic_indvary2_step2_batch_yyy03.pl,w6,no,no,yes
1926,exp_acyclic_indvary2_step2_batch_yyy03.pl,c6,no,no,yes
1927,exp_acyclic_indvary2_step2_batch_yyy03.pl,f4,no,no,yes
1928,exp_acyclic_indvary2_step2_batch_yyy03.pl,r3,yes,no,no
1929,exp_acyclic_indvary2_step2_batch_yyy03.pl,q7,no,no,yes
1930,exp_acyclic_indvary2_step2_batch_yyy03.pl,f2,no,no,no
1931,exp_acyclic_indvary2_step2_batch_yyy04.pl,t4,no,no,yes
1932,exp_acyclic_indvary2_step2_batch_yyy04.pl,b2,no,no,no
1933,exp_acyclic_indvary2_step2_batch_yyy04.pl,y4,no,no,yes
1934,exp_acyclic_indvary2_step2_batch_yyy04.pl,f1,yes,yes,no
1935,exp_acyclic_indvary2_step2_batch_yyy04.pl,v5,no,no,yes
1936,exp_acyclic_indvary2_step2_batch_yyy04.pl,c2,no,no,no
1937,exp_acyclic_indvary2_step2_batch_yyy04.pl,e4,no,no,yes
1938,exp_acyclic_indvary2_step2_batch_yyy04.pl,t7,no,no,yes
1939,exp_acyclic_indvary2_step2_batch_yyy04.pl,p2,no,no,yes
1940,exp_acyclic_indvary2_step2_batch_yyy04.pl,a3,yes,yes,no
1941,exp_acyclic_indvary2_step2_batch_yyy05.pl,t4,no,no,yes
1942,exp_acyclic_indvary2_step2_batch_yyy05.pl,z6,no,no,yes
1943,exp_acyclic_indvary2_step2_batch_yyy05.pl,f1,yes,yes,no
1944,exp_acyclic_indvary2_step2_batch_yyy05.pl,v5,no,no,yes
1945,exp_acyclic_indvary2_step2_batch_yyy05.pl,w1,no,no,yes
1946,exp_acyclic_indvary2_step2_batch_yyy05.pl,e3,no,no,yes
1947,exp_acyclic_indvary2_step2_batch_yyy05.pl,e2,no,no,no
1948,exp_acyclic_indvary2_step2_batch_yyy05.pl,q7,no,no,yes
1949,exp_acyclic_indvary2_step2_batch_yyy05.pl,b3,yes,yes,no
1950,exp_acyclic_indvary2_step2_batch_yyy05.pl,v7,no,no,yes
1951,exp_acyclic_indvary2_step2_batch_yyy06.pl,c3,no,no,no
1952,exp_acyclic_indvary2_step2_batch_yyy06.pl,y4,no,no,yes
1953,exp_acyclic_indvary2_step2_batch_yyy06.pl,v6,no,no,yes
1954,exp_acyclic_indvary2_step2_batch_yyy06.pl,w1,yes,yes,no
1955,exp_acyclic_indvary2_step2_batch_yyy06.pl,b5,no,no,yes
1956,exp_acyclic_indvary2_step2_batch_yyy06.pl,z3,no,no,yes
1957,exp_acyclic_indvary2_step2_batch_yyy06.pl,p7,no,no,yes
1958,exp_acyclic_indvary2_step2_batch_yyy06.pl,p5,no,no,yes
1959,exp_acyclic_indvary2_step2_batch_yyy06.pl,e2,no,no,no
1960,exp_acyclic_indvary2_step2_batch_yyy06.pl,r3,no,no,no
1961,exp_acyclic_indvary2_step2_batch_yyy07.pl,t5,no,no,yes
1962,exp_acyclic_indvary2_step2_batch_yyy07.pl,y4,no,no,yes
1963,exp_acyclic_indvary2_step2_batch_yyy07.pl,v5,no,no,yes
1964,exp_acyclic_indvary2_step2_batch_yyy07.pl,a4,no,no,yes
1965,exp_acyclic_indvary2_step2_batch_yyy07.pl,z4,no,no,yes
1966,exp_acyclic_indvary2_step2_batch_yyy07.pl,u3,no,no,yes
1967,exp_acyclic_indvary2_step2_batch_yyy07.pl,t1,yes,no,no
1968,exp_acyclic_indvary2_step2_batch_yyy07.pl,p6,no,no,yes
1969,exp_acyclic_indvary2_step2_batch_yyy07.pl,r2,yes,no,no
1970,exp_acyclic_indvary2_step2_batch_yyy07.pl,a1,no,no,no
1971,exp_acyclic_indvary2_step2_batch_yyy08.pl,d5,no,no,yes
1972,exp_acyclic_indvary2_step2_batch_yyy08.pl,v7,no,no,yes
1973,exp_acyclic_indvary2_step2_batch_yyy08.pl,u1,yes,yes,no
1974,exp_acyclic_indvary2_step2_batch_yyy08.pl,c5,no,no,yes
1975,exp_acyclic_indvary2_step2_batch_yyy08.pl,x2,no,no,yes
1976,exp_acyclic_indvary2_step2_batch_yyy08.pl,a3,no,no,no
1977,exp_acyclic_indvary2_step2_batch_yyy08.pl,q7,no,no,yes
1978,exp_acyclic_indvary2_step2_batch_yyy08.pl,x5,no,no,yes
1979,exp_acyclic_indvary2_step2_batch_yyy08.pl,z2,yes,yes,no
1980,exp_acyclic_indvary2_step2_batch_yyy08.pl,b5,no,no,yes
1981,exp_acyclic_indvary2_step2_batch_yyy09.pl,c3,yes,yes,no
1982,exp_acyclic_indvary2_step2_batch_yyy09.pl,f1,no,no,no
1983,exp_acyclic_indvary2_step2_batch_yyy09.pl,f3,no,no,yes
1984,exp_acyclic_indvary2_step2_batch_yyy09.pl,r1,yes,yes,no
1985,exp_acyclic_indvary2_step2_batch_yyy09.pl,q3,yes,yes,no
1986,exp_acyclic_indvary2_step2_batch_yyy09.pl,p1,yes,yes,no
1987,exp_acyclic_indvary2_step2_batch_yyy09.pl,z4,no,no,yes
1988,exp_acyclic_indvary2_step2_batch_yyy09.pl,r5,no,no,yes
1989,exp_acyclic_indvary2_step2_batch_yyy09.pl,u3,no,no,yes
1990,exp_acyclic_indvary2_step2_batch_yyy09.pl,e3,no,no,yes
1991,exp_acyclic_indvary2_step2_batch_yyy10.pl,t5,no,no,yes
1992,exp_acyclic_indvary2_step2_batch_yyy10.pl,z6,no,no,yes
1993,exp_acyclic_indvary2_step2_batch_yyy10.pl,s4,no,no,yes
1994,exp_acyclic_indvary2_step2_batch_yyy10.pl,e1,yes,yes,no
1995,exp_acyclic_indvary2_step2_batch_yyy10.pl,x3,no,no,yes
1996,exp_acyclic_indvary2_step2_batch_yyy10.pl,v6,no,no,yes
1997,exp_acyclic_indvary2_step2_batch_yyy10.pl,c5,no,no,yes
1998,exp_acyclic_indvary2_step2_batch_yyy10.pl,q4,no,no,yes
1999,exp_acyclic_indvary2_step2_batch_yyy10.pl,c1,no,no,no
2000,exp_acyclic_indvary2_step2_batch_yyy10.pl,a3,yes,yes,no
2001,exp_acyclic_indvary2_step3_batch_yyy01.pl,d5,no,no,yes
2002,exp_acyclic_indvary2_step3_batch_yyy01.pl,s3,no,no,yes
2003,exp_acyclic_indvary2_step3_batch_yyy01.pl,u7,no,no,yes
2004,exp_acyclic_indvary2_step3_batch_yyy01.pl,x7,no,no,yes
2005,exp_acyclic_indvary2_step3_batch_yyy01.pl,v1,no,no,no
2006,exp_acyclic_indvary2_step3_batch_yyy01.pl,r2,no,no,yes
2007,exp_acyclic_indvary2_step3_batch_yyy01.pl,p7,no,no,yes
2008,exp_acyclic_indvary2_step3_batch_yyy01.pl,d4,no,no,yes
2009,exp_acyclic_indvary2_step3_batch_yyy01.pl,q7,no,no,yes
2010,exp_acyclic_indvary2_step3_batch_yyy01.pl,y5,no,no,yes
2011,exp_acyclic_indvary2_step3_batch_yyy02.pl,e1,yes,no,no
2012,exp_acyclic_indvary2_step3_batch_yyy02.pl,v5,no,no,yes
2013,exp_acyclic_indvary2_step3_batch_yyy02.pl,z4,no,no,yes
2014,exp_acyclic_indvary2_step3_batch_yyy02.pl,c1,yes,no,no
2015,exp_acyclic_indvary2_step3_batch_yyy02.pl,b6,no,no,yes
2016,exp_acyclic_indvary2_step3_batch_yyy02.pl,u2,yes,no,no
2017,exp_acyclic_indvary2_step3_batch_yyy02.pl,y5,no,no,yes
2018,exp_acyclic_indvary2_step3_batch_yyy02.pl,x4,no,no,yes
2019,exp_acyclic_indvary2_step3_batch_yyy02.pl,t4,no,no,yes
2020,exp_acyclic_indvary2_step3_batch_yyy02.pl,s3,no,no,yes
2021,exp_acyclic_indvary2_step3_batch_yyy03.pl,v2,yes,yes,no
2022,exp_acyclic_indvary2_step3_batch_yyy03.pl,d4,no,no,yes
2023,exp_acyclic_indvary2_step3_batch_yyy03.pl,v1,no,no,no
2024,exp_acyclic_indvary2_step3_batch_yyy03.pl,v4,no,no,yes
2025,exp_acyclic_indvary2_step3_batch_yyy03.pl,q2,yes,yes,no
2026,exp_acyclic_indvary2_step3_batch_yyy03.pl,c5,no,no,yes
2027,exp_acyclic_indvary2_step3_batch_yyy03.pl,c2,no,no,no
2028,exp_acyclic_indvary2_step3_batch_yyy03.pl,a5,no,no,yes
2029,exp_acyclic_indvary2_step3_batch_yyy03.pl,y1,no,no,yes
2030,exp_acyclic_indvary2_step3_batch_yyy03.pl,r1,no,no,no
2031,exp_acyclic_indvary2_step3_batch_yyy04.pl,u5,no,no,yes
2032,exp_acyclic_indvary2_step3_batch_yyy04.pl,d4,no,no,yes
2033,exp_acyclic_indvary2_step3_batch_yyy04.pl,u7,no,no,yes
2034,exp_acyclic_indvary2_step3_batch_yyy04.pl,x7,no,no,yes
2035,exp_acyclic_indvary2_step3_batch_yyy04.pl,f5,no,no,yes
2036,exp_acyclic_indvary2_step3_batch_yyy04.pl,p3,yes,yes,no
2037,exp_acyclic_indvary2_step3_batch_yyy04.pl,v4,no,no,yes
2038,exp_acyclic_indvary2_step3_batch_yyy04.pl,q3,no,no,yes
2039,exp_acyclic_indvary2_step3_batch_yyy04.pl,t1,yes,yes,no
2040,exp_acyclic_indvary2_step3_batch_yyy04.pl,w3,no,no,yes
2041,exp_acyclic_indvary2_step3_batch_yyy05.pl,r6,no,no,yes
2042,exp_acyclic_indvary2_step3_batch_yyy05.pl,b1,yes,yes,no
2043,exp_acyclic_indvary2_step3_batch_yyy05.pl,w1,yes,yes,no
2044,exp_acyclic_indvary2_step3_batch_yyy05.pl,q7,no,no,yes
2045,exp_acyclic_indvary2_step3_batch_yyy05.pl,z6,no,no,yes
2046,exp_acyclic_indvary2_step3_batch_yyy05.pl,b2,no,no,no
2047,exp_acyclic_indvary2_step3_batch_yyy05.pl,v4,no,no,yes
2048,exp_acyclic_indvary2_step3_batch_yyy05.pl,e3,no,no,yes
2049,exp_acyclic_indvary2_step3_batch_yyy05.pl,a2,no,no,no
2050,exp_acyclic_indvary2_step3_batch_yyy05.pl,w3,no,no,yes
2051,exp_acyclic_indvary2_step3_batch_yyy06.pl,t4,no,no,yes
2052,exp_acyclic_indvary2_step3_batch_yyy06.pl,x3,no,no,yes
2053,exp_acyclic_indvary2_step3_batch_yyy06.pl,t3,no,no,yes
2054,exp_acyclic_indvary2_step3_batch_yyy06.pl,a5,no,no,yes
2055,exp_acyclic_indvary2_step3_batch_yyy06.pl,w1,yes,yes,no
2056,exp_acyclic_indvary2_step3_batch_yyy06.pl,b5,no,no,yes
2057,exp_acyclic_indvary2_step3_batch_yyy06.pl,z3,no,no,yes
2058,exp_acyclic_indvary2_step3_batch_yyy06.pl,r3,no,no,no
2059,exp_acyclic_indvary2_step3_batch_yyy06.pl,q7,no,no,yes
2060,exp_acyclic_indvary2_step3_batch_yyy06.pl,q2,yes,yes,no
